sentence	label
a suspenseful spin 	1
uncompromising , difficult 	0
're in for a painful ride . 	0
drudgery . 	0
this strenuously unconventional movie 	0
rowling that stifles creativity and allows the film to drag on for nearly three hours 	0
serves up all of that stuff , nearly subliminally , 	1
the emotional overload of female angst irreparably drags the film down . 	0
such clarity 	1
predominantly amateur cast is painful to watch , 	0
able 	1
this seductive tease of a thriller gets the job done . 	1
such a buoyant , expressive flow of images 	1
is delightful in the central role 	1
, riveting and handsomely 	1
tailor-made for those who when they were in high school would choose the cliff-notes over reading a full-length classic 	0
it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters 	0
the backstage angst 	1
running time , you 'll wait in vain for a movie to happen . 	0
is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product 	0
the whole talking-animal thing is grisly . 	0
the funniest motion 	1
recommend big bad love 	1
populated by whiny , pathetic , starving and untalented artistes 	0
with their charisma 	1
effective film 	1
bring 	1
uneasy 	0
eventually gets around to its real emotional business , striking deep chords of sadness 	1
it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway . 	1
become almost as operatic to us 	0
a truly larger-than-life character 	1
corrupt and hedonistic weasels 	0
precious new star wars movie 	1
does n't even have potential as a cult film , as it 's too loud to shout insults at the screen 	0
discordant 	0
a compelling pre-wwii drama 	1
logic and misuse of two fine actors , morgan freeman and ashley judd 	0
talky 	1
is a just a waste . 	0
rumblings 	0
is definitely a director to watch 	1
the film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence . 	0
kinda dumb 	0
already-shallow 	0
to the divine calling of education and a demonstration of the painstaking 	1
i 'm not a fan of the phrase ` life affirming ' because it usually means ` schmaltzy , ' 	0
is one baaaaaaaaad movie 	0
rendered with such clarity that it 's as if it all happened only yesterday 	1
his collaborators ' symbolic images with his words , 	1
a xerox machine rather than ( writer-director ) franc 	0
undeniably fascinating and playful fellow 	1
fanciful thinkers 	1
with honesty , insight and humor 	1
most pleasurable expressions of pure movie 	1
an often intense character study about fathers and sons , loyalty and duty . 	1
weird . 	0
completely serviceable and quickly forgettable 	0
its good qualities 	1
as overbearing and over-the-top as the family 	0
fax 	1
with her small , intelligent eyes 	1
who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent 	0
woefully hackneyed 	0
deftly spins the multiple stories in a vibrant and intoxicating fashion 	1
stereotypical 	0
lush and beautifully photographed ( somebody suggested the stills might make a nice coffee table book ) 	1
cold , gray , antiseptic and 	0
beautiful , angry and sad , with a curious sick poetry , as if the marquis de sade 	1
are both superb 	1
playing a role of almost bergmanesque intensity 	1
that brings out the worst in otherwise talented actors 	0
consistently amusing 	1
relentlessly nasty situations 	0
the movie eventually gets around to its real emotional business , striking deep chords of sadness . 	1
enlightenment 	1
is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love . 	1
blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky `` pretty woman '' retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought . 	0
eloquently 	1
right now , they 're merely signposts marking the slow , lingering death of imagination . 	0
may be incomprehensible to moviegoers not already clad in basic black . 	0
of the pitfalls you 'd expect in such a potentially sudsy set-up 	0
a well-executed spy-thriller . 	1
stripped of most of his budget and all of his sense of humor 	0
its true-to-life characters , 	1
's the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful . 	0
approach to the workplace romantic comedy 	1
that contains some hefty thematic material on time , death , eternity , and what 	1
odd , rapt spell 	0
best-known creation 	1
one of the most exciting action films to come out of china in recent years . 	1
uniformly superb 	1
diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly 	1
made the full monty a smashing success 	1
lack-of-attention 	0
while it is interesting to witness the conflict from the palestinian side , longley 's film lacks balance ... and fails to put the struggle into meaningful historical context . 	0
a wild ride 	1
astonishing voice cast 	1
, sylvie testud is icily brilliant . 	1
surprising discovery 	1
too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff 	0
a great impression 	1
of a typical american horror film 	0
uni-dimensional 	0
has a nearly terminal case of the cutes 	1
none of this is very original , and 	0
extraordinary debut 	1
rich and 	1
struck me as unusually and unimpressively fussy and pretentious 	0
earns extra points by acting as if it were n't 	1
is a director to watch . 	1
why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed 	0
a phlegmatic bore 	0
a vibrant , colorful , semimusical rendition . 	1
, self-indulgent and maddening 	0
sulky teen drama and 	0
out there surrender $ 9 and 93 minutes of unrecoverable life 	0
spectator 	1
this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity . 	1
just about the surest bet for an all-around good time at the movies this summer 	1
there 's a heaven for bad movies 	0
it 's a great performance and a reminder of dickens ' grandeur . 	1
realizes a fullness that does not negate the subject . 	1
it 's awfully entertaining to watch . 	1
is a frighteningly fascinating contradiction 	1
hit you from the first scene 	1
blatant product placement 	0
a routine crime 	0
tired , unimaginative and derivative 	0
then again , in a better movie , you might not have noticed . 	0
is rote drivel aimed at mom and dad 's wallet 	0
being insightful 	1
ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies 	0
that there is no rest period , no timeout 	0
existential suffering 	0
, festival in cannes offers rare insight into the structure of relationships . 	1
randomness usually achieved only by lottery drawing 	0
look at female friendship , spiked with raw urban humor 	1
would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful 	0
were made by a highly gifted 12-year-old instead of a grown man 	0
prove to be ( tsai 's ) masterpiece 	1
is worth seeing 	1
you realize there 's no place for this story to go but down 	1
the movie is amateurish , but it 's a minor treat . 	1
of the most unpleasant things the studio 	0
is worth seeking 	1
an energetic and engaging film 	1
to see where one 's imagination will lead when given the opportunity 	1
creates in maelstrom a world where the bizarre is credible and the real turns magical . 	1
misconceived final 5 	0
its own brilliance 	1
the script 's judgment and sense of weight is way , way off . 	0
begins on a high note and 	1
does n't really add up to much 	0
dared to mess with some powerful people 	0
silly , outrageous , ingenious 	1
an era of theatrical comedy that , while past , 	1
a moving tale 	1
be most effective if used as a tool to rally anti-catholic protestors 	0
slimed in the name of high art 	0
a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 	0
significantly less charming than listening to a four-year-old with a taste for exaggeration 	0
` linklater fans , or pretentious types who want to appear avant-garde will suck up to this project ... ' 	0
impeccable throughout 	1
is grisly . 	0
far more enjoyable than its predecessor . 	1
better movie experience 	1
the pleasure of his sounds and images 	1
raffish charm 	1
that sneaks up on the viewer , providing an experience that is richer than anticipated 	1
, windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length . 	0
, it is clearly a good thing . 	1
's a feel-good movie about which you can actually feel good 	1
clever pseudo-bio 	1
perfectly executed and wonderfully sympathetic 	1
a ` girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that 	0
asset 	1
gets you riled up 	1
absurd plot twists , 	0
have a good time here 	1
it does a disservice to the audience and to the genre . 	0
is as bad as you think , and worse than you can imagine . 	0
generates little narrative momentum , and invites unflattering comparisons to other installments in the ryan series 	0
could hate it for the same reason 	0
there 's real visual charge to the filmmaking 	1
of neil burger 's impressive fake documentary 	1
opportunity to be truly revelatory about his psyche 	1
the long and eventful spiritual journey 	1
would ever work in a mcculloch production again if they looked at how this movie turned out 	0
more of a poetic than a strict reality , creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air 	1
ca n't rescue this effort . 	0
to inject farcical raunch 	0
interesting developments 	1
canny and spiced 	1
my big fat greek wedding is that rare animal known as ' a perfect family film , ' because it 's about family . 	1
irritating display 	0
the wild thornberrys movie is pleasant enough 	1
it 's petty thievery like this that puts flimsy flicks like this behind bars 	0
smartly and wistfully 	1
excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol 's most intense psychological mysteries . 	1
this cartoon adventure is that wind-in-the-hair exhilarating . 	1
a breezy blend 	1
form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people 	1
a very complex situation 	1
, to my great pleasure , 	1
an abyss of clichés , depression and bad alternative music 	0
minimal appreciation 	0
in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title 	0
said that warm water under a red bridge is a poem to the enduring strengths of women 	1
a pleasant piece of escapist entertainment . 	1
hugely enjoyable in its own right 	1
a $ 40 million version of a game you 're more likely to enjoy on a computer 	0
cling to the edge of your seat , tense with suspense 	1
a teenage boy out there somewhere who 's dying for this kind of entertainment 	0
a mediocre tribute to films like them 	0
's not that funny -- 	0
major pleasures from portuguese master manoel de oliviera 	1
a smart , 	1
is almost an afterthought 	0
spicy footnote 	1
to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success 	1
no apparent reason except 	0
straightforward and strikingly devious 	1
god help us , but capra and cooper are rolling over in their graves 	0
where janice beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment . 	1
hackery 	0
virtuosic set pieces 	1
it 's just not very smart . 	0
reactionary ideas about women and a total lack of empathy 	0
an engaging and exciting narrative 	1
can find humor 	1
smartly emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds . 	1
will do so in a way that does n't make you feel like a sucker 	1
educational ! 	1
is so self-pitying 	0
you 're going to feel like you were n't invited to the party . 	0
cutesy reliance 	0
is a trove of delights 	1
( a ) smarter and much funnier version of the old police academy flicks . 	1
have been called ` under siege 3 	0
lots of effort and intelligence 	1
pummel us with phony imagery or music 	0
more smarts 	1
usual spielberg flair 	1
a sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies . 	1
effort and 	1
goes on for too long and bogs down in a surfeit of characters and unnecessary subplots 	0
sometimes is a brilliant movie . 	1
sinuously plotted 	0
memorable directorial debut 	1
, it might be like trying to eat brussels sprouts . 	0
of telling a fascinating character 's story 	1
uncanny tale 	1
if it may still leave you wanting more answers as the credits 	0
gets close to the chimps the same way goodall did , with a serious minded patience , respect and affection . 	1
'll cheer . 	1
offend viewers not amused by the sick sense of humor 	0
of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized 	1
needs to overcome gaps in character development and story logic 	0
first-timer john mckay is never able to pull it back on course . 	0
better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals 	1
one whose view of america , history and the awkwardness of human life is generous and deep 	1
wo n't join the pantheon of great monster/science fiction flicks that we have come to love 	0
of tumbleweeds blowing through the empty theaters 	0
gets under our skin and 	1
be impressed by this tired retread 	0
an admirable , 	1
lasker 's canny , meditative script distances sex and love , as byron and luther ... realize they ca n't get no satisfaction without the latter . 	1
high art 	1
moron 	0
this 100-minute movie only has about 25 minutes of decent material . 	0
a nicely 	1
escapes the precious trappings of most romantic comedies , infusing into the story 	1
found his groove these days 	1
manages a neat trick 	1
takes such a speedy swan dive 	1
the endlessly repetitive scenes 	0
ice age wo n't drop your jaw , 	0
mindless without being the peak of all things insipid 	0
find it more than capable of rewarding them 	1
asks the question how much souvlaki can you take before indigestion sets in 	0
've spent the past 20 minutes looking at your watch 	0
it 's nice to see piscopo again after all these years , 	1
an eventual cult classic would be an understatement 	1
does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy 	0
the rich and sudden wisdom , 	1
life 	1
a fresh , entertaining comedy 	1
fans clamoring for another ride 	1
excited about on this dvd 	1
a great companion piece 	1
with acting , tone and pace very obviously mark him as a video helmer making his feature debut 	1
it ranks with the best of herzog 's works 	1
funny documentary 	1
attempts to be grandiloquent , but ends up merely pretentious -- in a grisly sort of way 	0
the excesses of writer-director roger avary 	0
it is essentially empty 	0
what little grace ( rifkin 's ) tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics . 	0
will likely prefer to keep on watching 	1
you to scratch a hole in your head 	0
superficial and 	0
portray themselves 	1
it 's an adventure story and history lesson all in one . 	1
, intelligence and verve 	1
one of the most exciting action films to come out of china in recent years 	1
we 've seen ( eddie ) murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed 	0
dickens ' wonderfully sprawling soap opera , 	1
letdown . 	0
the disappointingly generic nature 	0
a joyous communal festival of rhythm 	1
is really closer to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture 	0
useless 	0
this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton 's ever-watchful gaze 	1
enough , but nothing new 	0
its superior cast 	1
her tragedies 	0
fails on its own , but 	0
, spiteful idiots 	0
its and pieces of the hot chick are so hilarious , and schneider 's performance is so fine 	1
bungle their way through the narrative as if it were a series of bible parables and not an actual story 	0
a thoroughly modern maiden 	1
earn our love 	1
kids who are into this thornberry stuff will probably be in wedgie heaven . 	1
into rambling incoherence 	0
a fudged opportunity 	0
all in all , a great party . 	1
its pathos-filled but ultimately life-affirming finale 	1
an evil , monstrous lunatic 	0
grow boring ... which proves that rohmer still has a sense of his audience 	0
stuffiest 	0
angelina jolie 's surprising flair 	1
still committed to growth in his ninth decade 	1
's quite an achievement 	1
is n't very funny 	0
frustrating patchwork 	0
the sense of fierce competition 	1
a hollywood film 	1
heavy-handed phoney-feeling sentiment 	0
not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department 	1
bourgeois french society 	1
wretched 	0
enjoys 	1
be entertained by the sight of someone getting away with something 	1
an admirable 	1
degraded , handheld blair witch video-cam footage 	0
of other , better movies 	0
my only complaint 	0
unstinting 	0
could watch this movie and be so skeeved out that they 'd need a shower . 	0
more balanced or fair portrayal 	1
's fun , 	1
others in the genre 	1
is like reading a research paper 	0
festers in just such a dungpile that you 'd swear you 	0
completely awful iranian drama ... as much fun as a grouchy ayatollah in a cold mosque . 	0
, why should you buy the movie milk when the tv cow is free ? 	0
imaginative 	1
insultingly unbelievable final act 	0
worthy and devastating 	1
of hollywood heart-string plucking 	0
the plot is nothing but boilerplate clichés from start to finish 	0
a hokey piece of nonsense that tries too hard to be emotional . 	0
while remaining one of the most savagely hilarious social critics this side of jonathan swift 	1
a riot 	1
a very good time at the cinema 	1
if you appreciate the one-sided theme to lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest . 	0
delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for . 	1
shot on digital videotape rather than film 	0
classic cinema served up with heart and humor 	1
nair 's attention to detail creates an impeccable sense of place , while thurman and lewis give what can easily be considered career-best performances . 	1
adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking . 	1
gets full mileage out 	1
crisper and punchier 	1
any art-house moviegoer 	1
to cling to the edge of your seat , tense with suspense 	1
aimless , arduous , 	0
is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination 	0
dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , and the film settles too easily along the contours of expectation 	0
if the full monty was a freshman fluke , lucky break is ( cattaneo ) sophomore slump . 	0
have some idea of the glum , numb experience of watching o fantasma 	0
there 's apparently nothing left to work with , sort of like michael jackson 's nose . 	0
the perfect star vehicle 	1
flimsier with its many out-sized , out of character and logically porous action set 	0
justifies 	1
a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story 	1
it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy 	0
, the movie sinks into an abyss of clichés , depression and bad alternative music . 	0
before quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and bruce willis with a scar 	0
an interesting technical exercise 	1
uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them 	1
most excruciating 86 minutes 	0
the film 's appeal 	1
it says far less about the horrifying historical reality than about the filmmaker 's characteristic style 	0
that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything 	0
authentic account 	1
for easy , seductive pacing 	1
a monumental achievement 	1
a fairly harmless but ultimately lifeless feature-length afterschool special 	0
presented in such a lousy way , complete with some of the year 's ( unintentionally ) funniest moments , that it 's impossible to care 	0
a touching drama about old age and grief with a tour de force performance by michel piccoli . 	1
a meatier deeper beginning and/or ending would have easily tipped this film into the `` a '' range , as is , it 's a very very strong `` b + . '' 	1
morality , family 	1
by the time you reach the finale , you 're likely wondering why you 've been watching all this strutting and posturing . 	0
lazy filmmaking , with the director taking a hands-off approach when he should have shaped the story to show us why it 's compelling . 	0
with a tone as variable as the cinematography , schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm . 	0
is a fascinating film 	1
it -- 	1
roman polanski directs the pianist like a surgeon mends a broken heart ; very meticulously but without any passion . 	0
honesty and dignity 	1
occasionally flawed , 	0
it 's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly . 	1
the debate it joins is a necessary and timely one 	1
a terribly obvious melodrama and rough-hewn vanity project for lead actress andie macdowell 	0
most remarkable not because of its epic scope , but because of the startling intimacy 	1
can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise 	0
manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves 	0
worthless 	0
to the floor with a sickening thud 	0
, dramatically forceful , and beautifully shot 	1
drains his movie of all individuality 	0
fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget . 	1
to the core 	1
the kind of entertainment that parents love to have their kids 	1
film that loses sight of its own story . 	0
devoted to the insanity of black 	0
, worse 	0
to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years 	0
make this an eminently engrossing film 	1
appeal to women 	1
not infrequently breathtaking 	1
behold in its sparkling beauty 	1
( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense . 	0
, self-hating , self-destructive ways 	0
makes edward burns ' sidewalks of new york look like oscar wilde 	0
heartfelt and achingly real 	1
a straightforward , emotionally honest manner 	1
with zoe clarke-williams 's lackluster thriller `` new best friend '' , who needs enemies ? 	0
prime mystery 	1
benefits from serendipity 	1
own preciousness 	1
stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters 	1
i had a lot of problems with this movie . 	0
'll derive from this choppy and sloppy affair 	0
, the sum of all fears is simply a well-made and satisfying thriller . 	1
pointed personalities , courage , tragedy and the little guys 	1
to keep it from being maudlin 	0
the sum of its pretensions 	0
revelatory and 	1
is fun , and host to some truly excellent sequences . 	1
style and bold colors 	1
in the pile of useless actioners 	0
self-hatred instilled 	0
the empty stud knockabout 	0
from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams 	0
an instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product . 	0
grinds itself out 	0
as such the film has a difficult time shaking its blair witch project real-time roots 	0
most repellent things 	0
full of itself 	0
plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter . 	0
an unsuccessful attempt at a movie of ideas 	0
's fairly lame , 	0
comically 	1
is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original 	0
the charisma and ability 	1
anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair 	1
uncle ralph 	1
, spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world . 	1
great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s 	1
creative 	1
a creaky `` pretty woman '' retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought 	0
an off-beat and fanciful film about the human need for monsters to blame for all that 	1
comforting fantasies 	1
to please others 	1
is enriched by an imaginatively mixed cast of antic spirits , headed by christopher plummer as the subtlest and most complexly evil uncle ralph i 've ever seen in the many film and stage adaptations of the work . 	1
uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them . 	1
's actually watchable 	1
powerful and reasonably fulfilling 	1
doubtful this listless feature will win him any new viewers 	0
it will warm your heart , and i 'm giving it a strong thumbs up 	1
a party-hearty teen 	1
slick and 	1
, this halloween is a gory slash-fest . 	1
mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing 	1
a film that plays things so nice 	1
the plot , and a maddeningly insistent and repetitive piano score that made me want to scream 	0
does n't mean you wo n't like looking at it 	1
the simple fact 	1
provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen 	1
watch these two 	1
if routine action and jokes like this are your cup of tea 	0
takes to describe how bad it is 	0
the nature of compassion 	1
uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels . 	0
steals so freely from other movies and combines enough disparate types of films 	0
unforgivingly inconsistent 	0
see what he could make with a decent budget 	1
swirling 	1
true pleasure . 	1
congrats disney 	1
do n't care to understand 	0
is so fascinating that you wo n't care . 	1
give blade fans another look at wesley snipes ' iconic hero doing battle with dozens of bad guys -- at once 	1
take place indoors in formal settings with motionless characters 	0
fun-seeking summer audiences 	1
seagal ran out of movies years ago , and this is just the proof . 	0
shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience . 	1
is a perfect family film to take everyone to since there 's no new `` a christmas carol '' out in the theaters this year 	1
wondering why these people mattered 	0
goosebumps as its uncanny tale of love , communal discord , and justice 	1
to convince almost everyone that it was put on the screen , just for them 	1
these characters love each other 	1
in all , a great party 	1
walt becker 's film pushes all the demographically appropriate comic buttons . 	1
get you 	1
the magic ( and original running time ) of ace japanimator hayao miyazaki 's spirited away 	1
to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year 	0
breathes more 	1
for whom she shows little understanding 	0
churlish 	0
probably should 	1
semi-surrealist exploration of the creative act . 	1
it 's kind of insulting , both to men and women . 	0
nothing can detract from the affection of that moral favorite 	1
the film does pack some serious suspense . 	1
confident 	1
to be bad 	0
low , smoky and inviting 	1
as a dystopian movie 	0
hopefully inspire action 	1
a fairly enjoyable mixture of longest yard ... and the 1999 guy ritchie caper lock stock and two smoking barrels . 	1
cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists . 	1
engross 	1
redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot 	0
an equally assured narrative coinage 	1
stuart little 2 is a light , fun cheese puff of a movie . 	1
it would take a complete moron to foul up a screen adaptation of oscar wilde 's classic satire . 	0
if you shoot something on crummy-looking videotape , it must be labeled ` hip ' , ` innovative ' and ` realistic ' 	0
winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars . 	1
press the delete key . 	0
it 's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure . 	0
bullock 's memorable first interrogation 	1
no wit , only labored gags 	0
loud and offensive , but more often 	0
, state property does n't end up being very inspiring or insightful . 	0
a very resonant chord 	1
the most unpleasant things the studio 	0
, uplifting and moving 	1
the real turns magical 	1
eccentric and good-naturedly 	1
junk-calorie 	0
ultimately that 's what makes it worth a recommendation 	1
one of the worst of the entire franchise 	0
the cast is spot on and the mood is laid back 	1
anarchy 	0
that they 're stuck with a script that prevents them from firing on all cylinders 	0
fluke 	0
, his secret life will leave you thinking 	1
... stylistically , the movie is a disaster . 	0
humorless 	0
has succeeded beyond all expectation 	1
is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films 	1
casual filmgoers 	1
as little cleavage 	1
hide new secretions from the parental units 	0
ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies . 	0
however , almost makes this movie worth seeing . 	1
heart-pounding 	1
the gifted crudup has the perfect face to play a handsome blank yearning to find himself , and 	1
whimsy 	1
overwhelming sadness 	0
peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids 	0
a treasure chest 	1
but one thing 's for sure : it never comes close to being either funny or scary 	0
for those who like quirky , slightly strange french films , this is a must ! 	1
emphasizing the disappointingly generic nature of the entire effort 	0
tartly 	0
all seemed wasted like deniro 's once promising career and the once grand long beach boardwalk . 	0
a supremely kittenish performance 	1
am baffled by jason x. 	0
frustrates 	0
ice age wo n't drop your jaw , but 	1
flat , plodding picture 	0
capturing the innocence and idealism of that first encounter 	1
to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix 's 	0
combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't hollywood think of this sooner ? 	1
shanghai ghetto may not be as dramatic as roman polanski 's the pianist , but its compassionate spirit soars every bit as high . 	1
duvall 's throbbing sincerity and 	1
'' is never lethargic 	1
be complaining when a film clocks in around 90 minutes these days 	0
you wish you were at home watching that movie instead of in the theater watching this one 	0
lots of effort and intelligence are on display 	1
're not likely to have seen before , but beneath the exotic surface ( and exotic dancing ) it 's surprisingly old-fashioned . 	0
cletis is playful but highly studied and dependent for its success on a patient viewer . 	1
too narrow to attract crossover viewers 	0
the cinematic equivalent of patronizing a bar 	0
exudes the urbane sweetness that woody allen seems to have bitterly forsaken 	1
stale first act , scrooge story , blatant product placement , some very good comedic songs , strong finish 	1
vulgarity , sex scenes , and 	0
by the forced funniness found in the dullest kiddie flicks 	0
its unflinching gaze a measure of faith in the future 	1
yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway 	1
el crimen del padre amaro would likely be most effective if used as a tool to rally anti-catholic protestors . 	0
flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply 	1
tolerate this insipid , brutally clueless film 	0
revelatory and narcissistic 	0
'' is a sweet treasure and something well worth your time . 	1
a choppy , surface-effect feeling to the whole enterprise 	0
well worth revisiting 	1
ca n't remember a single name responsible for it 	0
dumplings 	1
of emotional intelligence in this engaging film about two men who discover what william james once called ` the gift of tears 	1
of visual flair 	1
presume 	1
some genuine spontaneity 	1
's the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth . 	1
of gentle longing 	1
not too fancy , not too filling , not too fluffy , but definitely tasty and sweet 	1
is offensive , puerile and unimaginatively foul-mouthed if it was at least funny 	0
michael moore gives us the perfect starting point for a national conversation about guns , violence , and fear . 	1
stomach-turning as the way adam sandler 's new movie rapes 	0
an intense political and psychological thriller 	1
smart to ignore but a little too smugly superior to like 	0
a delicious and delicately funny look at the residents of a copenhagen neighborhood coping with the befuddling complications life tosses at them . 	1
the movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . '' 	0
a thoroughly engaging , surprisingly touching british comedy 	1
a wish your heart makes 	1
badly-rendered cgi effects 	0
are limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy . 	0
engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of chinese ` cultural revolution . 	1
that sometimes it 's difficult to tell who the other actors in the movie are 	0
sensitive ensemble performances and 	1
crafted here a worldly-wise and very funny script 	1
soul-searching garbage . 	0
simpering soundtrack 	0
comes off winningly , even though it 's never as solid as you want it to be 	1
an entertaining mix of period drama and flat-out farce that should please history fans 	1
an effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence 	1
the level of an after-school tv special 	0
triumph 	1
appear foolish and shallow rather than , as was more likely , 	0
in gross-out humor 	1
veered off too far 	0
, funny and beautifully 	1
a series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story . 	0
digitally altered footage 	0
their lamentations are pretty much self-centered 	0
know what it wants to be when it grows up 	1
the best of a growing strain of daring films 	1
undoubtedly 	1
an ease in front of the camera 	1
