source_path,copied_to
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_rte_hstar_cleanGL_h0p0728075682661_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_rte_hstar_cleanGL_h0p0728075682661_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_rte_hstar_cleanGL_h0p0728075682661_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_rte_hstar_cleanGL_h0p0728075682661_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_sst5_hstar_cleanGL_h0p0804720147886_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_sst5_hstar_cleanGL_h0p0804720147886_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_sst5_hstar_cleanGL_h0p0804720147886_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_sst5_hstar_cleanGL_h0p0804720147886_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_sst5_hstar_cleanGL_h0p0804720147886_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_sst5_hstar_cleanGL_h0p0804720147886_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_sst5_hstar_cleanGL_h0p0804720147886_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_sst5_hstar_cleanGL_h0p0804720147886_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_sst5_hstar_cleanGL_h0p0804720147886_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_sst5_hstar_cleanGL_h0p0804720147886_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_mnli_mezo_default_h1e-3_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_mnli_mezo_default_h1e-3_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_mnli_mezo_default_h1e-3_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_mnli_mezo_default_h1e-3_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_mnli_mezo_default_h1e-3_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_mnli_mezo_default_h1e-3_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_mnli_mezo_default_h1e-3_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_mnli_mezo_default_h1e-3_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_mnli_mezo_default_h1e-3_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_mnli_mezo_default_h1e-3_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_rte_mezo_default_h1e-3_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_rte_mezo_default_h1e-3_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_rte_mezo_default_h1e-3_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_rte_mezo_default_h1e-3_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_rte_mezo_default_h1e-3_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_rte_mezo_default_h1e-3_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_rte_mezo_default_h1e-3_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_rte_mezo_default_h1e-3_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_rte_mezo_default_h1e-3_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_rte_mezo_default_h1e-3_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_sst5_mezo_default_h1e-3_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_sst5_mezo_default_h1e-3_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_sst5_mezo_default_h1e-3_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_sst5_mezo_default_h1e-3_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_sst5_mezo_default_h1e-3_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_sst5_mezo_default_h1e-3_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_sst5_mezo_default_h1e-3_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_sst5_mezo_default_h1e-3_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_sst5_mezo_default_h1e-3_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_sst5_mezo_default_h1e-3_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__mezo_default__int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__sparse_p0p1_taskgrad__fixed_small__int4_sparsep0p1_taskgrad_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__sparse_p0p1_taskgrad__fixed_small__int4_sparsep0p1_taskgrad_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__sparse_p0p1_taskgrad__fixed_small__int4_sparsep0p1_taskgrad_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__sparse_p0p1_taskgrad__fixed_small__int4_sparsep0p1_taskgrad_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__sparse_p0p1_taskgrad__fixed_small__int4_sparsep0p1_taskgrad_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__sparse_p0p1_taskgrad__fixed_small__int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__sparse_p0p1_taskgrad__fixed_small__int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__sparse_p0p1_taskgrad__fixed_small__int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__sparse_p0p1_taskgrad__fixed_small__int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__sparse_p0p1_taskgrad__fixed_small__int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__sparse_p0p1_taskgrad__fixed_small__int4_sparsep0p1_taskgrad_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__sparse_p0p1_taskgrad__fixed_small__int4_sparsep0p1_taskgrad_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__sparse_p0p1_taskgrad__fixed_small__int4_sparsep0p1_taskgrad_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__sparse_p0p1_taskgrad__fixed_small__int4_sparsep0p1_taskgrad_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k__metrics.csv
