model,task,precision,mode,quantizer,checkpoint,batch_source,h,h_policy,true_directional_nmse,corr_dq_dstar,sign_agreement,active_frac,norm_ratio,visible_direction_cos,d_Q_mean,d_Q_std,d_star_mean,d_star_std,n_directions,direction_seed,source_path,notes
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0007,grid,3.79183767646246,0.1749266983616915,,0.0080931896142734,2.523461279982114,0.3470535747121305,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.00085,grid,3.936835188863914,0.375333175991348,,0.0099200888902018,2.30036623972945,0.3848004434080514,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.001,default,5.23486822670131,0.0321382737444694,,0.0117711320917224,2.129808644160633,0.419699893104894,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0012,grid,2.858156818285837,0.2157122962616392,,0.0142696182984897,1.9541479897604548,0.4627023655731408,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0015,grid,2.025352811277725,0.4243411723189792,,0.018062427320375,1.7600556279347273,0.5213471782173744,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0018,grid,3.53281398923704,0.4276366997129722,,0.0218684274888752,1.6176089651410754,0.5741480954485855,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.002,grid,2.641752767799597,0.464909571034882,,0.0243860952090486,1.541961971555076,0.6064674901912108,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0025,grid,1.4160068439925784,0.4717235757271948,,0.0304948659179887,1.3996321924172643,0.677601286672582,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.003,grid,1.008061481501052,0.5163052043458647,,0.0361729779629482,1.3029769606408368,0.7354891713171294,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.003,grid,3.7519412780047214,-0.7119591388085575,,0.0362160476437469,1.3020905548888202,0.7361315945484872,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0035,grid,1.0522298736128315,0.459789339378418,,0.0413143298351339,1.2355781555456222,0.7815586774405524,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0035,grid,3.799147057803765,-0.6682703631039328,,0.0413639933314517,1.234852925988323,0.7821952421528862,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.004,grid,0.7216981456251367,0.5627905362822537,,0.0458972378094764,1.187266729469879,0.8178602128836244,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.004,grid,2.7105298263791684,-0.5792584541781479,,0.0459505455525244,1.186615521341455,0.8184422142042919,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0045,grid,2.096202416484512,-0.4681241564048784,,0.0500073627775944,1.1509944675876835,0.8469397069214778,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.005,grid,1.114963699449892,-0.1244236527192403,,0.053530868962118,1.124452199970306,0.8690166250876618,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.005,grid,1.561794372324995,-0.5090429362383547,,0.0535897337771382,1.1239913328632734,0.8694921791751888,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.007,grid,2.508404624606711,-0.5516097759157756,,0.0642136723964303,1.0621830659320854,0.9234527203572992,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-2,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.01,grid,3.766743020984868,-0.5135218095676516,,0.0736783951501264,1.0237911405801707,0.9572985254516112,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-2/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0001,grid,99.86751046535974,-0.3216892136317847,,0.0011062197128659,6.473610004777358,0.1274673880820332,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0001,grid,0.8754321118978119,0.3485777636838427,,2.1211663530611915e-05,0.36517591679349,0.0215146354844231,,,,,32.0,existing,outputs/rtnclip_int4_sparse_mezo_nmse_probe_20260522_dirs32/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0001,grid,1.114479469390667,0.0693039815027938,,2.114864736404905e-05,0.3646246513493487,0.021432059344458,,,,,32.0,existing,outputs/rtnclip_int4_sparse_mezo_nmse_probe_20260522_fixeddirs32/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0002,grid,68.75019255475048,-0.3414403777684858,,0.0022365223237749,4.600769932927514,0.1816154989348229,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0003,grid,62.848574835329366,-0.1789435156024651,,0.0033870256150012,3.774126963275231,0.2238957284224881,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0003,grid,1.7798353216733591,0.0460483618677142,,0.0002927578172248,0.5031349235315038,0.102622205932751,,,,,32.0,existing,outputs/rtnclip_int4_sparse_mezo_nmse_probe_20260522_dirs32/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0003,grid,1.2586630196362227,0.0515957019581057,,0.000291728025839,0.502309261758424,0.1025195893272058,,,,,32.0,existing,outputs/rtnclip_int4_sparse_mezo_nmse_probe_20260522_fixeddirs32/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0005,grid,42.44944853097779,0.0811661651755458,,0.0057395113958822,2.947129004394643,0.2923252495324948,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0005,grid,2.022654385733232,0.0361143678829576,,0.0013800583542709,0.7029456704514379,0.2233080737855903,,,,,32.0,existing,outputs/rtnclip_int4_sparse_mezo_nmse_probe_20260522_dirs32/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0005,grid,1.0770272554015623,0.2791767831238813,,0.0013786013361269,0.7025694268115273,0.2232962336220646,,,,,32.0,existing,outputs/rtnclip_int4_sparse_mezo_nmse_probe_20260522_fixeddirs32/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0007,grid,38.1221004227159,0.064531484287017,,0.0081497407270577,2.508053873038828,0.3491953275584299,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.00085,grid,22.03883748009522,0.1586874163910353,,0.0099906018550496,2.286617293575319,0.3871926701831585,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.001,default,17.965026477751227,0.1848385742447146,,0.0118557501343219,2.117244821479704,0.4223022172401361,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.001,default,2.440363280161919,0.1878413731723071,,0.0085650537384993,0.947769933974532,0.5023509412012347,,,,,32.0,existing,outputs/rtnclip_int4_sparse_mezo_nmse_probe_20260522_dirs32/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.001,default,1.1807763977460943,0.181693548256945,,0.0085624931024982,0.9475372258446964,0.5023265332732472,,,,,32.0,existing,outputs/rtnclip_int4_sparse_mezo_nmse_probe_20260522_fixeddirs32/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0012,grid,11.57992612979488,0.2141269989394099,,0.0143726305921372,1.942746902039208,0.4655618926693719,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0015,grid,6.467862756562861,0.1806936894352357,,0.018195218325547,1.7498666447770832,0.5245830268881663,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0018,grid,4.902887992144777,0.1636999675281899,,0.0220314796003257,1.6082636051241148,0.5776973514464225,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.002,grid,4.6049912334826,0.1416137159015907,,0.0245713253640305,1.53313691938287,0.6102087456091626,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0025,grid,3.2786142703312486,0.1364851674969349,,0.0307306458913445,1.3919564714655956,0.6816208077808741,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.003,grid,2.016099559056743,0.2585759237999329,,0.0364531698161836,1.2964549957055431,0.7395190704619976,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.003,grid,1.159859476971541,0.5551560402040464,,0.0471537108369553,1.0699912601817545,0.9077503411087372,,,,,32.0,existing,outputs/rtnclip_int4_sparse_mezo_nmse_probe_20260522_dirs32/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.003,grid,1.272467758793933,0.1599166165447575,,0.0471512438902618,1.0700020607985026,0.9077599301659258,,,,,32.0,existing,outputs/rtnclip_int4_sparse_mezo_nmse_probe_20260522_fixeddirs32/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.0035,grid,1.1346664552758927,0.5834249581028058,,0.0416263221406965,1.2301281902680272,0.7853714392729333,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.004,grid,0.9933882989619416,0.6074780910785144,,0.0462287060199539,1.1827329010652794,0.8213224505365984,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.005,grid,0.7160639329242005,0.6278422260150427,,0.0538740850369014,1.121258185910589,0.8717613300181661,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.005,grid,0.7857876503372655,0.5807738614688347,,0.0538223936752566,1.121745779195964,0.8713780570635443,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.005,grid,1.622309757372187,0.3916954603542286,,0.0657883616336681,1.0363045792479089,0.9646324893952616,,,,,32.0,existing,outputs/rtnclip_int4_sparse_mezo_nmse_probe_20260522_dirs32/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.005,grid,0.8267176663607265,0.4640189779870319,,0.0657854983970234,1.0363015223999497,0.9646338551371952,,,,,32.0,existing,outputs/rtnclip_int4_sparse_mezo_nmse_probe_20260522_fixeddirs32/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.007,grid,0.9394212045903272,0.5165973677543817,,0.0645337563383892,1.0602837078881515,0.9251668162819,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.007,grid,0.9341226745844904,0.455107869591828,,0.0644802266976094,1.0605557941349566,0.9249273712776808,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.01,grid,0.6540788227461358,0.5803132130383686,,0.0739433073027289,1.0227252274637846,0.9582432790840516,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.01,grid,1.2619580159692605,0.1205422735880919,,0.0738919936865289,1.0228419036673158,0.9581141683381084,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.01,grid,0.9392760532363176,0.3897264459148272,,0.0823040651780025,1.0092764478100045,0.9907961443774148,,,,,32.0,existing,outputs/rtnclip_int4_sparse_mezo_nmse_probe_20260522_dirs32/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.01,grid,0.8042547602271946,0.4404509501483579,,0.0823000312644559,1.0092776575141695,0.9907967054970486,,,,,32.0,existing,outputs/rtnclip_int4_sparse_mezo_nmse_probe_20260522_fixeddirs32/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.012,grid,0.8794499032543447,0.1826879876610372,,0.0778729757625304,1.0099626258477747,0.968556248024365,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.015,grid,0.6242793367056481,0.4740714435370366,,0.0820240672116757,0.997106982732514,0.9772201244988916,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
roberta-large,sst-5,int4,sparse_p0p1,G128_RTNClip,existing_probe_checkpoint_or_init,existing_probe_batch,0.02,grid,0.545682379714812,0.5816615537272932,,0.0863379514791056,0.9811624588322324,0.9835933111243932,,,,,16.0,existing,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-5/summary.csv,Sparse p=0.1 probe; default metric is d_h_minus_gTu where available.
