d,effective_dim,active_p,Delta,qbits,function_family,group_size,scale_sigma,n_dirs,metric,window_type,h_min,h_max,window_width_log10,threshold,synthetic_source
100000,100000,1.0,0.001,4,lin,128,0.0,24,A_true,rho_0.1,0.001,0.003,0.4771212547196624,0.1,main
100000,100000,1.0,0.001,4,lin,128,0.0,24,A_true,rho_0.5,0.001,0.03,1.4771212547196624,0.5,main
100000,100000,1.0,0.001,4,lin,128,0.0,24,A_true,rho_1,0.0003,0.1,2.5228787452803374,1.0,main
100000,100000,1.0,0.001,4,nl,128,0.0,24,A_true,kappa_1.05,0.001,0.001,0.0,1.05,main
100000,100000,1.0,0.001,4,nl,128,0.0,24,A_true,kappa_1.1,0.001,0.001,0.0,1.1,main
100000,100000,1.0,0.001,4,nl,128,0.0,24,A_true,kappa_1.25,0.001,0.001,0.0,1.25,main
100000,100000,1.0,0.001,4,nl,128,0.0,24,A_true,kappa_1.5,0.001,0.001,0.0,1.5,main
100000,100000,1.0,0.001,4,nl,128,0.0,24,A_true,rho_0.5,0.0003,0.003,1.0,0.5,main
100000,100000,1.0,0.001,4,nl,128,0.0,24,A_true,rho_1,0.0003,0.01,1.5228787452803376,1.0,main
100000,100000,1.0,0.001,4,lin,128,1.0,24,A_true,kappa_1.05,0.001,0.003,0.4771212547196624,1.05,main
100000,100000,1.0,0.001,4,lin,128,1.0,24,A_true,kappa_1.1,0.001,0.003,0.4771212547196624,1.1,main
100000,100000,1.0,0.001,4,lin,128,1.0,24,A_true,kappa_1.25,0.001,0.003,0.4771212547196624,1.25,main
100000,100000,1.0,0.001,4,lin,128,1.0,24,A_true,kappa_1.5,0.001,0.003,0.4771212547196624,1.5,main
100000,100000,1.0,0.001,4,lin,128,1.0,24,A_true,rho_0.5,0.001,0.01,1.0,0.5,main
100000,100000,1.0,0.001,4,lin,128,1.0,24,A_true,rho_1,0.001,0.1,2.0,1.0,main
100000,100000,1.0,0.001,4,nl,128,1.0,24,A_true,kappa_1.05,0.01,0.01,0.0,1.05,main
100000,100000,1.0,0.001,4,nl,128,1.0,24,A_true,kappa_1.1,0.01,0.01,0.0,1.1,main
100000,100000,1.0,0.001,4,nl,128,1.0,24,A_true,kappa_1.25,0.003,0.01,0.5228787452803376,1.25,main
100000,100000,1.0,0.001,4,nl,128,1.0,24,A_true,kappa_1.5,0.003,0.01,0.5228787452803376,1.5,main
100000,100000,1.0,0.001,4,nl,128,1.0,24,A_true,rho_0.5,0.003,0.01,0.5228787452803376,0.5,main
100000,100000,1.0,0.001,4,nl,128,1.0,24,A_true,rho_1,0.001,0.1,2.0,1.0,main
100000,100000,1.0,0.01,8,lin,128,0.0,24,A_true,kappa_1.05,0.1,0.1,0.0,1.05,main
100000,100000,1.0,0.01,8,lin,128,0.0,24,A_true,kappa_1.1,0.1,0.1,0.0,1.1,main
100000,100000,1.0,0.01,8,lin,128,0.0,24,A_true,kappa_1.25,0.1,0.1,0.0,1.25,main
100000,100000,1.0,0.01,8,lin,128,0.0,24,A_true,kappa_1.5,0.1,0.1,0.0,1.5,main
100000,100000,1.0,0.01,8,lin,128,0.0,24,A_true,rho_0.01,0.03,0.1,0.5228787452803376,0.01,main
100000,100000,1.0,0.01,8,lin,128,0.0,24,A_true,rho_0.05,0.01,0.1,1.0,0.05,main
100000,100000,1.0,0.01,8,lin,128,0.0,24,A_true,rho_0.1,0.01,0.1,1.0,0.1,main
100000,100000,1.0,0.01,8,lin,128,0.0,24,A_true,rho_0.5,0.003,0.1,1.5228787452803376,0.5,main
100000,100000,1.0,0.01,8,lin,128,0.0,24,A_true,rho_1,1e-08,0.1,7.0,1.0,main
100000,100000,1.0,0.01,8,nl,128,0.0,24,A_true,kappa_1.05,0.003,0.003,0.0,1.05,main
100000,100000,1.0,0.01,8,nl,128,0.0,24,A_true,kappa_1.1,0.003,0.003,0.0,1.1,main
100000,100000,1.0,0.01,8,nl,128,0.0,24,A_true,kappa_1.25,0.003,0.003,0.0,1.25,main
100000,100000,1.0,0.01,8,nl,128,0.0,24,A_true,kappa_1.5,0.003,0.01,0.5228787452803376,1.5,main
100000,100000,1.0,0.01,8,nl,128,0.0,24,A_true,rho_0.5,0.003,0.1,1.5228787452803376,0.5,main
100000,100000,1.0,0.01,8,nl,128,0.0,24,A_true,rho_1,0.003,0.1,1.5228787452803376,1.0,main
100000,100000,1.0,0.01,8,lin,128,1.0,24,A_true,kappa_1.05,0.1,0.1,0.0,1.05,main
100000,100000,1.0,0.01,8,lin,128,1.0,24,A_true,kappa_1.1,0.1,0.1,0.0,1.1,main
100000,100000,1.0,0.01,8,lin,128,1.0,24,A_true,kappa_1.25,0.1,0.1,0.0,1.25,main
100000,100000,1.0,0.01,8,lin,128,1.0,24,A_true,kappa_1.5,0.1,0.1,0.0,1.5,main
100000,100000,1.0,0.01,8,lin,128,1.0,24,A_true,rho_0.01,0.1,0.1,0.0,0.01,main
100000,100000,1.0,0.01,8,lin,128,1.0,24,A_true,rho_0.05,0.03,0.1,0.5228787452803376,0.05,main
100000,100000,1.0,0.01,8,lin,128,1.0,24,A_true,rho_0.1,0.03,0.1,0.5228787452803376,0.1,main
100000,100000,1.0,0.01,8,lin,128,1.0,24,A_true,rho_0.5,0.01,0.1,1.0,0.5,main
100000,100000,1.0,0.01,8,lin,128,1.0,24,A_true,rho_1,0.01,0.1,1.0,1.0,main
100000,100000,1.0,0.01,8,nl,128,1.0,24,A_true,kappa_1.05,0.1,0.1,0.0,1.05,main
100000,100000,1.0,0.01,8,nl,128,1.0,24,A_true,kappa_1.1,0.1,0.1,0.0,1.1,main
100000,100000,1.0,0.01,8,nl,128,1.0,24,A_true,kappa_1.25,0.1,0.1,0.0,1.25,main
100000,100000,1.0,0.01,8,nl,128,1.0,24,A_true,kappa_1.5,0.1,0.1,0.0,1.5,main
100000,100000,1.0,0.01,8,nl,128,1.0,24,A_true,rho_0.5,0.01,0.1,1.0,0.5,main
100000,100000,1.0,0.01,8,nl,128,1.0,24,A_true,rho_1,0.01,0.1,1.0,1.0,main
100000,100000,1.0,0.01,4,lin,128,0.0,24,A_true,kappa_1.05,0.03,0.03,0.0,1.05,main
100000,100000,1.0,0.01,4,lin,128,0.0,24,A_true,kappa_1.1,0.03,0.03,0.0,1.1,main
100000,100000,1.0,0.01,4,lin,128,0.0,24,A_true,kappa_1.25,0.03,0.03,0.0,1.25,main
100000,100000,1.0,0.01,4,lin,128,0.0,24,A_true,kappa_1.5,0.03,0.03,0.0,1.5,main
100000,100000,1.0,0.01,4,lin,128,0.0,24,A_true,rho_0.05,0.01,0.03,0.4771212547196624,0.05,main
100000,100000,1.0,0.01,4,lin,128,0.0,24,A_true,rho_0.1,0.01,0.03,0.4771212547196624,0.1,main
100000,100000,1.0,0.01,4,lin,128,0.0,24,A_true,rho_0.5,0.01,0.1,1.0,0.5,main
100000,100000,1.0,0.01,4,lin,128,0.0,24,A_true,rho_1,1e-08,0.1,7.0,1.0,main
100000,100000,1.0,0.01,4,nl,128,0.0,24,A_true,kappa_1.05,0.01,0.01,0.0,1.05,main
100000,100000,1.0,0.01,4,nl,128,0.0,24,A_true,kappa_1.1,0.01,0.01,0.0,1.1,main
100000,100000,1.0,0.01,4,nl,128,0.0,24,A_true,kappa_1.25,0.01,0.01,0.0,1.25,main
100000,100000,1.0,0.01,4,nl,128,0.0,24,A_true,kappa_1.5,0.01,0.01,0.0,1.5,main
100000,100000,1.0,0.01,4,nl,128,0.0,24,A_true,rho_0.5,0.003,0.03,1.0,0.5,main
100000,100000,1.0,0.01,4,nl,128,0.0,24,A_true,rho_1,0.003,0.1,1.5228787452803376,1.0,main
100000,100000,1.0,0.01,4,lin,128,1.0,24,A_true,kappa_1.05,0.03,0.03,0.0,1.05,main
100000,100000,1.0,0.01,4,lin,128,1.0,24,A_true,kappa_1.1,0.03,0.03,0.0,1.1,main
100000,100000,1.0,0.01,4,lin,128,1.0,24,A_true,kappa_1.25,0.03,0.03,0.0,1.25,main
100000,100000,1.0,0.01,4,lin,128,1.0,24,A_true,kappa_1.5,0.03,0.03,0.0,1.5,main
100000,100000,1.0,0.01,4,lin,128,1.0,24,A_true,rho_0.1,0.03,0.03,0.0,0.1,main
100000,100000,1.0,0.01,4,lin,128,1.0,24,A_true,rho_0.5,0.01,0.1,1.0,0.5,main
100000,100000,1.0,0.01,4,lin,128,1.0,24,A_true,rho_1,0.01,0.1,1.0,1.0,main
100000,100000,1.0,0.01,4,nl,128,1.0,24,A_true,kappa_1.05,0.1,0.1,0.0,1.05,main
100000,100000,1.0,0.01,4,nl,128,1.0,24,A_true,kappa_1.1,0.1,0.1,0.0,1.1,main
100000,100000,1.0,0.01,4,nl,128,1.0,24,A_true,kappa_1.25,0.1,0.1,0.0,1.25,main
100000,100000,1.0,0.01,4,nl,128,1.0,24,A_true,kappa_1.5,0.03,0.1,0.5228787452803376,1.5,main
100000,100000,1.0,0.01,4,nl,128,1.0,24,A_true,rho_0.5,0.1,0.1,0.0,0.5,main
100000,100000,1.0,0.01,4,nl,128,1.0,24,A_true,rho_1,0.01,0.1,1.0,1.0,main
100000,10000,0.1,1e-05,8,lin,128,0.0,24,A_true,kappa_1.05,0.0001,0.0001,0.0,1.05,main
100000,10000,0.1,1e-05,8,lin,128,0.0,24,A_true,kappa_1.1,0.0001,0.0001,0.0,1.1,main
100000,10000,0.1,1e-05,8,lin,128,0.0,24,A_true,kappa_1.25,0.0001,0.0001,0.0,1.25,main
100000,10000,0.1,1e-05,8,lin,128,0.0,24,A_true,kappa_1.5,0.0001,0.0001,0.0,1.5,main
100000,10000,0.1,1e-05,8,lin,128,0.0,24,A_true,rho_0.01,1e-05,0.001,2.0,0.01,main
100000,10000,0.1,1e-05,8,lin,128,0.0,24,A_true,rho_0.05,3e-06,0.001,2.5228787452803374,0.05,main
100000,10000,0.1,1e-05,8,lin,128,0.0,24,A_true,rho_0.1,3e-06,0.003,3.0,0.1,main
100000,10000,0.1,1e-05,8,lin,128,0.0,24,A_true,rho_0.5,1e-06,0.1,5.0,0.5,main
100000,10000,0.1,1e-05,8,lin,128,0.0,24,A_true,rho_1,1e-06,0.1,5.0,1.0,main
100000,10000,0.1,1e-05,8,nl,128,0.0,24,A_true,kappa_1.05,0.0003,0.0003,0.0,1.05,main
100000,10000,0.1,1e-05,8,nl,128,0.0,24,A_true,kappa_1.1,0.0003,0.0003,0.0,1.1,main
100000,10000,0.1,1e-05,8,nl,128,0.0,24,A_true,kappa_1.25,0.0003,0.0003,0.0,1.25,main
100000,10000,0.1,1e-05,8,nl,128,0.0,24,A_true,kappa_1.5,0.0001,0.0003,0.4771212547196624,1.5,main
100000,10000,0.1,1e-05,8,nl,128,0.0,24,A_true,rho_0.05,0.0001,0.0003,0.4771212547196624,0.05,main
100000,10000,0.1,1e-05,8,nl,128,0.0,24,A_true,rho_0.1,3e-05,0.1,3.5228787452803374,0.1,main
100000,10000,0.1,1e-05,8,nl,128,0.0,24,A_true,rho_0.5,1e-08,0.1,7.0,0.5,main
100000,10000,0.1,1e-05,8,nl,128,0.0,24,A_true,rho_1,1e-08,0.1,7.0,1.0,main
100000,10000,0.1,1e-05,8,lin,128,1.0,24,A_true,kappa_1.05,0.0001,0.0001,0.0,1.05,main
100000,10000,0.1,1e-05,8,lin,128,1.0,24,A_true,kappa_1.1,0.0001,0.0001,0.0,1.1,main
100000,10000,0.1,1e-05,8,lin,128,1.0,24,A_true,kappa_1.25,0.0001,0.0001,0.0,1.25,main
100000,10000,0.1,1e-05,8,lin,128,1.0,24,A_true,kappa_1.5,0.0001,0.0001,0.0,1.5,main
100000,10000,0.1,1e-05,8,lin,128,1.0,24,A_true,rho_0.01,3e-05,0.0003,1.0,0.01,main
100000,10000,0.1,1e-05,8,lin,128,1.0,24,A_true,rho_0.05,1e-05,0.003,2.4771212547196626,0.05,main
100000,10000,0.1,1e-05,8,lin,128,1.0,24,A_true,rho_0.1,1e-05,0.1,4.0,0.1,main
100000,10000,0.1,1e-05,8,lin,128,1.0,24,A_true,rho_0.5,3e-06,0.1,4.522878745280337,0.5,main
100000,10000,0.1,1e-05,8,lin,128,1.0,24,A_true,rho_1,1e-06,0.1,5.0,1.0,main
100000,10000,0.1,1e-05,8,nl,128,1.0,24,A_true,kappa_1.05,0.0003,0.0003,0.0,1.05,main
100000,10000,0.1,1e-05,8,nl,128,1.0,24,A_true,kappa_1.1,0.0003,0.0003,0.0,1.1,main
100000,10000,0.1,1e-05,8,nl,128,1.0,24,A_true,kappa_1.25,0.0003,0.0003,0.0,1.25,main
100000,10000,0.1,1e-05,8,nl,128,1.0,24,A_true,kappa_1.5,0.0001,0.0003,0.4771212547196624,1.5,main
100000,10000,0.1,1e-05,8,nl,128,1.0,24,A_true,rho_0.05,3e-05,0.001,1.5228787452803376,0.05,main
100000,10000,0.1,1e-05,8,nl,128,1.0,24,A_true,rho_0.1,3e-05,0.1,3.5228787452803374,0.1,main
100000,10000,0.1,1e-05,8,nl,128,1.0,24,A_true,rho_0.5,3e-06,0.1,4.522878745280337,0.5,main
100000,10000,0.1,1e-05,8,nl,128,1.0,24,A_true,rho_1,3e-07,0.1,5.522878745280337,1.0,main
100000,10000,0.1,1e-05,4,lin,128,0.0,24,A_true,kappa_1.05,3e-05,3e-05,0.0,1.05,main
100000,10000,0.1,1e-05,4,lin,128,0.0,24,A_true,kappa_1.1,3e-05,3e-05,0.0,1.1,main
100000,10000,0.1,1e-05,4,lin,128,0.0,24,A_true,kappa_1.25,3e-05,3e-05,0.0,1.25,main
100000,10000,0.1,1e-05,4,lin,128,0.0,24,A_true,kappa_1.5,3e-05,3e-05,0.0,1.5,main
100000,10000,0.1,1e-05,4,lin,128,0.0,24,A_true,rho_0.01,1e-05,3e-05,0.4771212547196624,0.01,main
100000,10000,0.1,1e-05,4,lin,128,0.0,24,A_true,rho_0.05,3e-06,0.03,4.0,0.05,main
100000,10000,0.1,1e-05,4,lin,128,0.0,24,A_true,rho_0.1,3e-06,0.03,4.0,0.1,main
100000,10000,0.1,1e-05,4,lin,128,0.0,24,A_true,rho_0.5,1e-06,0.1,5.0,0.5,main
100000,10000,0.1,1e-05,4,lin,128,0.0,24,A_true,rho_1,3e-07,0.1,5.522878745280337,1.0,main
100000,10000,0.1,1e-05,4,nl,128,0.0,24,A_true,kappa_1.05,1e-08,0.1,7.0,1.05,main
100000,10000,0.1,1e-05,4,nl,128,0.0,24,A_true,kappa_1.1,1e-08,0.1,7.0,1.1,main
100000,10000,0.1,1e-05,4,nl,128,0.0,24,A_true,kappa_1.25,1e-08,0.1,7.0,1.25,main
100000,10000,0.1,1e-05,4,nl,128,0.0,24,A_true,kappa_1.5,1e-08,0.1,7.0,1.5,main
100000,10000,0.1,1e-05,4,nl,128,0.0,24,A_true,rho_0.1,1e-08,0.1,7.0,0.1,main
100000,10000,0.1,1e-05,4,nl,128,0.0,24,A_true,rho_0.5,1e-08,0.1,7.0,0.5,main
100000,10000,0.1,1e-05,4,nl,128,0.0,24,A_true,rho_1,1e-08,0.1,7.0,1.0,main
100000,10000,0.1,1e-05,4,lin,128,1.0,24,A_true,kappa_1.05,3e-05,3e-05,0.0,1.05,main
100000,10000,0.1,1e-05,4,lin,128,1.0,24,A_true,kappa_1.1,3e-05,3e-05,0.0,1.1,main
100000,10000,0.1,1e-05,4,lin,128,1.0,24,A_true,kappa_1.25,3e-05,3e-05,0.0,1.25,main
100000,10000,0.1,1e-05,4,lin,128,1.0,24,A_true,kappa_1.5,3e-05,3e-05,0.0,1.5,main
100000,10000,0.1,1e-05,4,lin,128,1.0,24,A_true,rho_0.05,1e-05,0.0001,1.0,0.05,main
100000,10000,0.1,1e-05,4,lin,128,1.0,24,A_true,rho_0.1,1e-05,0.1,4.0,0.1,main
100000,10000,0.1,1e-05,4,lin,128,1.0,24,A_true,rho_0.5,3e-06,0.1,4.522878745280337,0.5,main
100000,10000,0.1,1e-05,4,lin,128,1.0,24,A_true,rho_1,1e-06,0.1,5.0,1.0,main
100000,10000,0.1,1e-05,4,nl,128,1.0,24,A_true,kappa_1.05,0.0003,0.0003,0.0,1.05,main
100000,10000,0.1,1e-05,4,nl,128,1.0,24,A_true,kappa_1.1,0.0003,0.0003,0.0,1.1,main
100000,10000,0.1,1e-05,4,nl,128,1.0,24,A_true,kappa_1.25,0.0001,0.0003,0.4771212547196624,1.25,main
100000,10000,0.1,1e-05,4,nl,128,1.0,24,A_true,kappa_1.5,0.0001,0.001,1.0,1.5,main
100000,10000,0.1,1e-05,4,nl,128,1.0,24,A_true,rho_0.05,0.0003,0.0003,0.0,0.05,main
100000,10000,0.1,1e-05,4,nl,128,1.0,24,A_true,rho_0.1,1e-08,0.01,6.0,0.1,main
100000,10000,0.1,1e-05,4,nl,128,1.0,24,A_true,rho_0.5,1e-08,0.1,7.0,0.5,main
100000,10000,0.1,1e-05,4,nl,128,1.0,24,A_true,rho_1,1e-08,0.1,7.0,1.0,main
100000,10000,0.1,0.0001,8,lin,128,0.0,24,A_true,kappa_1.05,0.003,0.003,0.0,1.05,main
100000,10000,0.1,0.0001,8,lin,128,0.0,24,A_true,kappa_1.1,0.003,0.003,0.0,1.1,main
100000,10000,0.1,0.0001,8,lin,128,0.0,24,A_true,kappa_1.25,0.003,0.003,0.0,1.25,main
100000,10000,0.1,0.0001,8,lin,128,0.0,24,A_true,kappa_1.5,0.001,0.003,0.4771212547196624,1.5,main
100000,10000,0.1,0.0001,8,lin,128,0.0,24,A_true,rho_0.01,0.0001,0.003,1.4771212547196624,0.01,main
100000,10000,0.1,0.0001,8,lin,128,0.0,24,A_true,rho_0.05,0.0001,0.03,2.4771212547196626,0.05,main
100000,10000,0.1,0.0001,8,lin,128,0.0,24,A_true,rho_0.1,3e-05,0.1,3.5228787452803374,0.1,main
100000,10000,0.1,0.0001,8,lin,128,0.0,24,A_true,rho_0.5,1e-05,0.1,4.0,0.5,main
100000,10000,0.1,0.0001,8,lin,128,0.0,24,A_true,rho_1,1e-05,0.1,4.0,1.0,main
100000,10000,0.1,0.0001,8,nl,128,0.0,24,A_true,kappa_1.05,0.003,0.003,0.0,1.05,main
100000,10000,0.1,0.0001,8,nl,128,0.0,24,A_true,kappa_1.1,0.0003,0.003,1.0,1.1,main
100000,10000,0.1,0.0001,8,nl,128,0.0,24,A_true,kappa_1.25,0.0003,0.003,1.0,1.25,main
100000,10000,0.1,0.0001,8,nl,128,0.0,24,A_true,kappa_1.5,0.0003,0.003,1.0,1.5,main
100000,10000,0.1,0.0001,8,nl,128,0.0,24,A_true,rho_0.05,3e-05,0.01,2.5228787452803374,0.05,main
100000,10000,0.1,0.0001,8,nl,128,0.0,24,A_true,rho_0.1,1e-08,0.1,7.0,0.1,main
100000,10000,0.1,0.0001,8,nl,128,0.0,24,A_true,rho_0.5,1e-08,0.1,7.0,0.5,main
100000,10000,0.1,0.0001,8,nl,128,0.0,24,A_true,rho_1,1e-08,0.1,7.0,1.0,main
100000,10000,0.1,0.0001,8,lin,128,1.0,24,A_true,kappa_1.05,0.001,0.001,0.0,1.05,main
100000,10000,0.1,0.0001,8,lin,128,1.0,24,A_true,kappa_1.1,0.001,0.001,0.0,1.1,main
100000,10000,0.1,0.0001,8,lin,128,1.0,24,A_true,kappa_1.25,0.001,0.001,0.0,1.25,main
100000,10000,0.1,0.0001,8,lin,128,1.0,24,A_true,kappa_1.5,0.001,0.001,0.0,1.5,main
100000,10000,0.1,0.0001,8,lin,128,1.0,24,A_true,rho_0.01,0.0003,0.003,1.0,0.01,main
100000,10000,0.1,0.0001,8,lin,128,1.0,24,A_true,rho_0.05,0.0001,0.01,2.0,0.05,main
100000,10000,0.1,0.0001,8,lin,128,1.0,24,A_true,rho_0.1,0.0001,0.1,3.0,0.1,main
100000,10000,0.1,0.0001,8,lin,128,1.0,24,A_true,rho_0.5,3e-05,0.1,3.5228787452803374,0.5,main
100000,10000,0.1,0.0001,8,lin,128,1.0,24,A_true,rho_1,1e-05,0.1,4.0,1.0,main
100000,10000,0.1,0.0001,8,nl,128,1.0,24,A_true,kappa_1.05,0.003,0.003,0.0,1.05,main
100000,10000,0.1,0.0001,8,nl,128,1.0,24,A_true,kappa_1.1,0.003,0.003,0.0,1.1,main
100000,10000,0.1,0.0001,8,nl,128,1.0,24,A_true,kappa_1.25,0.003,0.01,0.5228787452803376,1.25,main
100000,10000,0.1,0.0001,8,nl,128,1.0,24,A_true,kappa_1.5,0.003,0.01,0.5228787452803376,1.5,main
100000,10000,0.1,0.0001,8,nl,128,1.0,24,A_true,rho_0.05,0.0003,0.03,2.0,0.05,main
100000,10000,0.1,0.0001,8,nl,128,1.0,24,A_true,rho_0.1,0.0003,0.1,2.5228787452803374,0.1,main
100000,10000,0.1,0.0001,8,nl,128,1.0,24,A_true,rho_0.5,3e-05,0.1,3.5228787452803374,0.5,main
100000,10000,0.1,0.0001,8,nl,128,1.0,24,A_true,rho_1,1e-05,0.1,4.0,1.0,main
100000,10000,0.1,0.0001,4,lin,128,0.0,24,A_true,kappa_1.05,0.0003,0.0003,0.0,1.05,main
100000,10000,0.1,0.0001,4,lin,128,0.0,24,A_true,kappa_1.1,0.0003,0.0003,0.0,1.1,main
100000,10000,0.1,0.0001,4,lin,128,0.0,24,A_true,kappa_1.25,0.0003,0.0003,0.0,1.25,main
100000,10000,0.1,0.0001,4,lin,128,0.0,24,A_true,kappa_1.5,0.0003,0.0003,0.0,1.5,main
100000,10000,0.1,0.0001,4,lin,128,0.0,24,A_true,rho_0.01,0.0001,0.0003,0.4771212547196624,0.01,main
100000,10000,0.1,0.0001,4,lin,128,0.0,24,A_true,rho_0.05,0.0001,0.001,1.0,0.05,main
100000,10000,0.1,0.0001,4,lin,128,0.0,24,A_true,rho_0.1,3e-05,0.1,3.5228787452803374,0.1,main
100000,10000,0.1,0.0001,4,lin,128,0.0,24,A_true,rho_0.5,1e-05,0.1,4.0,0.5,main
100000,10000,0.1,0.0001,4,lin,128,0.0,24,A_true,rho_1,1e-05,0.1,4.0,1.0,main
100000,10000,0.1,0.0001,4,nl,128,0.0,24,A_true,kappa_1.05,0.0003,0.0003,0.0,1.05,main
100000,10000,0.1,0.0001,4,nl,128,0.0,24,A_true,kappa_1.1,0.0003,0.0003,0.0,1.1,main
100000,10000,0.1,0.0001,4,nl,128,0.0,24,A_true,kappa_1.25,0.0003,0.0003,0.0,1.25,main
100000,10000,0.1,0.0001,4,nl,128,0.0,24,A_true,kappa_1.5,0.0003,0.0003,0.0,1.5,main
100000,10000,0.1,0.0001,4,nl,128,0.0,24,A_true,rho_0.05,0.0001,0.0003,0.4771212547196624,0.05,main
100000,10000,0.1,0.0001,4,nl,128,0.0,24,A_true,rho_0.1,3e-05,0.1,3.5228787452803374,0.1,main
100000,10000,0.1,0.0001,4,nl,128,0.0,24,A_true,rho_0.5,1e-08,0.1,7.0,0.5,main
100000,10000,0.1,0.0001,4,nl,128,0.0,24,A_true,rho_1,1e-08,0.1,7.0,1.0,main
100000,10000,0.1,0.0001,4,lin,128,1.0,24,A_true,kappa_1.05,0.0003,0.0003,0.0,1.05,main
100000,10000,0.1,0.0001,4,lin,128,1.0,24,A_true,kappa_1.1,0.0003,0.0003,0.0,1.1,main
100000,10000,0.1,0.0001,4,lin,128,1.0,24,A_true,kappa_1.25,0.0003,0.0003,0.0,1.25,main
100000,10000,0.1,0.0001,4,lin,128,1.0,24,A_true,kappa_1.5,0.0003,0.0003,0.0,1.5,main
100000,10000,0.1,0.0001,4,lin,128,1.0,24,A_true,rho_0.05,0.0001,0.003,1.4771212547196624,0.05,main
100000,10000,0.1,0.0001,4,lin,128,1.0,24,A_true,rho_0.1,0.0001,0.1,3.0,0.1,main
100000,10000,0.1,0.0001,4,lin,128,1.0,24,A_true,rho_0.5,1e-05,0.1,4.0,0.5,main
100000,10000,0.1,0.0001,4,lin,128,1.0,24,A_true,rho_1,1e-05,0.1,4.0,1.0,main
100000,10000,0.1,0.0001,4,nl,128,1.0,24,A_true,kappa_1.05,0.001,0.001,0.0,1.05,main
100000,10000,0.1,0.0001,4,nl,128,1.0,24,A_true,kappa_1.1,0.001,0.001,0.0,1.1,main
100000,10000,0.1,0.0001,4,nl,128,1.0,24,A_true,kappa_1.25,0.001,0.001,0.0,1.25,main
100000,10000,0.1,0.0001,4,nl,128,1.0,24,A_true,kappa_1.5,0.001,0.001,0.0,1.5,main
100000,10000,0.1,0.0001,4,nl,128,1.0,24,A_true,rho_0.05,0.001,0.003,0.4771212547196624,0.05,main
100000,10000,0.1,0.0001,4,nl,128,1.0,24,A_true,rho_0.1,0.0003,0.03,2.0,0.1,main
100000,10000,0.1,0.0001,4,nl,128,1.0,24,A_true,rho_0.5,3e-05,0.1,3.5228787452803374,0.5,main
100000,10000,0.1,0.0001,4,nl,128,1.0,24,A_true,rho_1,3e-05,0.1,3.5228787452803374,1.0,main
100000,10000,0.1,0.001,8,lin,128,0.0,24,A_true,kappa_1.05,0.03,0.03,0.0,1.05,main
100000,10000,0.1,0.001,8,lin,128,0.0,24,A_true,kappa_1.1,0.03,0.03,0.0,1.1,main
100000,10000,0.1,0.001,8,lin,128,0.0,24,A_true,kappa_1.25,0.03,0.03,0.0,1.25,main
100000,10000,0.1,0.001,8,lin,128,0.0,24,A_true,kappa_1.5,0.03,0.03,0.0,1.5,main
100000,10000,0.1,0.001,8,lin,128,0.0,24,A_true,rho_0.01,0.001,0.1,2.0,0.01,main
100000,10000,0.1,0.001,8,lin,128,0.0,24,A_true,rho_0.05,0.0003,0.1,2.5228787452803374,0.05,main
100000,10000,0.1,0.001,8,lin,128,0.0,24,A_true,rho_0.1,0.0003,0.1,2.5228787452803374,0.1,main
100000,10000,0.1,0.001,8,lin,128,0.0,24,A_true,rho_0.5,0.0001,0.1,3.0,0.5,main
100000,10000,0.1,0.001,8,lin,128,0.0,24,A_true,rho_1,0.0001,0.1,3.0,1.0,main
100000,10000,0.1,0.001,8,nl,128,0.0,24,A_true,kappa_1.05,0.001,0.001,0.0,1.05,main
100000,10000,0.1,0.001,8,nl,128,0.0,24,A_true,kappa_1.1,0.001,0.001,0.0,1.1,main
100000,10000,0.1,0.001,8,nl,128,0.0,24,A_true,kappa_1.25,0.001,0.03,1.4771212547196624,1.25,main
100000,10000,0.1,0.001,8,nl,128,0.0,24,A_true,kappa_1.5,0.001,0.03,1.4771212547196624,1.5,main
100000,10000,0.1,0.001,8,nl,128,0.0,24,A_true,rho_0.05,0.0003,0.03,2.0,0.05,main
100000,10000,0.1,0.001,8,nl,128,0.0,24,A_true,rho_0.1,0.0003,0.1,2.5228787452803374,0.1,main
100000,10000,0.1,0.001,8,nl,128,0.0,24,A_true,rho_0.5,3e-05,0.1,3.5228787452803374,0.5,main
100000,10000,0.1,0.001,8,nl,128,0.0,24,A_true,rho_1,3e-05,0.1,3.5228787452803374,1.0,main
100000,10000,0.1,0.001,8,lin,128,1.0,24,A_true,kappa_1.05,0.01,0.01,0.0,1.05,main
100000,10000,0.1,0.001,8,lin,128,1.0,24,A_true,kappa_1.1,0.01,0.01,0.0,1.1,main
100000,10000,0.1,0.001,8,lin,128,1.0,24,A_true,kappa_1.25,0.01,0.01,0.0,1.25,main
100000,10000,0.1,0.001,8,lin,128,1.0,24,A_true,kappa_1.5,0.01,0.01,0.0,1.5,main
100000,10000,0.1,0.001,8,lin,128,1.0,24,A_true,rho_0.01,0.003,0.03,1.0,0.01,main
100000,10000,0.1,0.001,8,lin,128,1.0,24,A_true,rho_0.05,0.001,0.1,2.0,0.05,main
100000,10000,0.1,0.001,8,lin,128,1.0,24,A_true,rho_0.1,0.001,0.1,2.0,0.1,main
100000,10000,0.1,0.001,8,lin,128,1.0,24,A_true,rho_0.5,1e-08,0.1,7.0,0.5,main
