model,task,precision,perturbation_mode,h,nMSE_loss,corr_loss,normalized_curve,source_path,metric_type,A_uniform,p_active,V_align,V_norm,relative_disp,locality_proxy
nan,sst-2,int4,sparse_p0p1,0.005,1.561794372324995,-0.5090429362383547,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-2/summary.csv,loss_or_fd,,0.0535897337771382,0.8694921791751888,1.1239913328632734,,
nan,sst-5,int4,sparse_p0p1,0.005,0.7857876503372655,0.5807738614688347,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-5/summary.csv,loss_or_fd,,0.0538223936752566,0.8713780570635443,1.121745779195964,,
nan,sst-5,int4,sparse_p0p1,0.007,0.9341226745844904,0.455107869591828,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-5/summary.csv,loss_or_fd,,0.0644802266976094,0.9249273712776808,1.0605557941349566,,
nan,sst-5,int4,sparse_p0p1,0.01,1.2619580159692605,0.1205422735880919,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-5/summary.csv,loss_or_fd,,0.0738919936865289,0.9581141683381084,1.0228419036673158,,
nan,sst-5,int4,sparse_p0p1,0.012,0.8794499032543447,0.1826879876610372,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-5/summary.csv,loss_or_fd,,0.0778729757625304,0.968556248024365,1.0099626258477747,,
nan,sst-5,int4,sparse_p0p1,0.015,0.6242793367056481,0.4740714435370366,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-5/summary.csv,loss_or_fd,,0.0820240672116757,0.9772201244988916,0.997106982732514,,
nan,sst-5,int4,sparse_p0p1,0.02,0.545682379714812,0.5816615537272932,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/sst-5/summary.csv,loss_or_fd,,0.0863379514791056,0.9835933111243932,0.9811624588322324,,
nan,trec,int4,sparse_p0p1,0.0025,4.771255700244458,0.5406734268762138,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/trec/summary.csv,loss_or_fd,,0.0306248230700977,0.6786899692408839,1.397703659103226,,
nan,trec,int4,sparse_p0p1,0.003,4.232421678674472,0.503344127408306,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/trec/summary.csv,loss_or_fd,,0.0363144678100975,0.7364972484637036,1.301493798505855,,
nan,trec,int4,sparse_p0p1,0.0035,3.179288553252772,0.5398533595342048,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/trec/summary.csv,loss_or_fd,,0.0414572378594644,0.7824127364175724,1.2344378462466663,,
nan,trec,int4,sparse_p0p1,0.004,1.8683255834408423,0.6461256406347078,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/trec/summary.csv,loss_or_fd,,0.0460373670933286,0.8185558841119639,1.1864032620938212,,
nan,trec,int4,sparse_p0p1,0.0045,1.5335724766334329,0.6350451266861907,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_refine/trec/summary.csv,loss_or_fd,,0.0500853737050339,0.8469863102282964,1.150907517312091,,
facebook/opt-1.3b,sst-5,int8,dense,1e-07,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,dense,3e-07,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,dense,1e-06,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,dense,3e-06,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,dense,1e-05,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,dense,3e-05,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,dense,0.0001,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,dense,0.0003,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,dense,0.001,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,dense,0.003,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,dense,0.01,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,dense,0.03,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,sparse_p0p1,1e-07,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,sparse_p0p1,3e-07,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,sparse_p0p1,1e-06,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,sparse_p0p1,3e-06,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,sparse_p0p1,1e-05,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,sparse_p0p1,3e-05,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,sparse_p0p1,0.0001,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,sparse_p0p1,0.0003,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,sparse_p0p1,0.001,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,sparse_p0p1,0.003,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,sparse_p0p1,0.01,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,sst-5,int8,sparse_p0p1,0.03,,,,outputs/interval_h_selection_8h_probes/opt13b_sst5_int8/loss_mse_probe.csv,loss_or_fd,,,,,,
facebook/opt-1.3b,nan,int4,dense,1e-05,1860.2306001764975,-0.9798207226815848,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0019225645810365,0.0509921436915214,15.96427948084082,,
facebook/opt-1.3b,nan,int4,dense,3e-05,100.07385653350822,-0.6407595385697312,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0057895082152552,0.0886534444441884,9.227597151936068,,
facebook/opt-1.3b,nan,int4,dense,0.0001,204.48905380213063,-0.1356366394553206,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.019572038617399,0.1634228870847409,5.082100095789248,,
facebook/opt-1.3b,nan,int4,dense,0.0003,111.89218146522444,-0.5279610232323935,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0606168818970521,0.2891314629671628,2.9743050331054857,,
facebook/opt-1.3b,nan,int4,dense,0.001,11.69045262450469,-0.2340010149915863,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.2091072052717209,0.5472120797917222,1.684868024712479,,
facebook/opt-1.3b,nan,int4,dense,0.003,2.503858864455003,-0.3602860442096181,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.5331210061493847,0.8650630744272491,1.1278567411932436,,
facebook/opt-1.3b,nan,int4,dense,0.01,1.479015304629165,0.6767715553996604,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.8336711329304509,0.9781813875497012,0.988086427810054,,
facebook/opt-1.3b,nan,int4,dense,0.03,1.3196899035132947,-0.4148182034741836,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.9429599729677042,0.971178138173625,0.8578480488596163,,
facebook/opt-1.3b,nan,int4,dense,0.1,1.240443303691255,-0.4851011401407168,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.9828157938188976,0.8802931183842194,0.4581099878912059,,
facebook/opt-1.3b,nan,int4,prefix_int4,1e-05,54.90107897388883,-0.4155347625772058,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,1.0,1.0,1.0,,
facebook/opt-1.3b,nan,int4,prefix_int4,3e-05,4.727073557881023,0.6072963533250252,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,1.0,1.0,1.0,,
facebook/opt-1.3b,nan,int4,prefix_int4,0.0001,0.2436352759377117,0.4247649351943882,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,1.0,1.0,1.0,,
facebook/opt-1.3b,nan,int4,prefix_int4,0.0003,0.3388600049960395,0.9626620309106496,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,1.0,1.0,1.0,,
facebook/opt-1.3b,nan,int4,prefix_int4,0.001,1.3978944910297024,-0.9127241998419978,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,1.0,1.0,1.0,,
facebook/opt-1.3b,nan,int4,prefix_int4,0.003,1.2317591115509774,-0.778526636896669,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,1.0,1.0,1.0,,
facebook/opt-1.3b,nan,int4,prefix_int4,0.01,0.9559989749299488,0.4329714511661425,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,1.0,1.0,1.0,,
facebook/opt-1.3b,nan,int4,prefix_int4,0.03,1.0002554714206373,0.0645984440053901,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,1.0,1.0,1.0,,
facebook/opt-1.3b,nan,int4,prefix_int4,0.1,1.001271634747856,0.2045912610104265,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,1.0,1.0,1.0,,
facebook/opt-1.3b,nan,int4,sparse_p0p01,1e-05,298.75102861248115,0.9230872969599484,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,2.467383941014608e-06,0.0179586419914313,8.593306525923293,,
facebook/opt-1.3b,nan,int4,sparse_p0p01,3e-05,130.55208188767264,-0.933695622633384,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,7.596901721424527e-06,0.0319652731422924,4.979837244037426,,
facebook/opt-1.3b,nan,int4,sparse_p0p01,0.0001,5.898682497863056,-0.6345477513348466,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,2.571050491597917e-05,0.0592007007081584,2.7399831615579924,,
facebook/opt-1.3b,nan,int4,sparse_p0p01,0.0003,8.932866318586791,-0.1066454777051841,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,7.976550194952224e-05,0.1052247028182244,1.597931100495796,,
facebook/opt-1.3b,nan,int4,sparse_p0p01,0.001,4.069324671992833,-0.0189331017772188,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0003025838070445,0.2110587483353787,0.9227190416558492,,
facebook/opt-1.3b,nan,int4,sparse_p0p01,0.003,2.431278564921678,-0.005826293500043,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0011298877911435,0.4263269462866092,0.6197135627944476,,
facebook/opt-1.3b,nan,int4,sparse_p0p01,0.01,1.341310877567441,0.1754608903241845,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0039579199834002,0.7449974633407936,0.5050101889930787,,
facebook/opt-1.3b,nan,int4,sparse_p0p01,0.03,0.3384838641457793,0.7568339434339166,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0073995610906018,0.9367021353257196,0.4895254960575662,,
facebook/opt-1.3b,nan,int4,sparse_p0p01,0.1,4.072538107948309,-0.9138568874881716,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0092065742032395,0.951333851597864,0.4132813074354489,,
facebook/opt-1.3b,nan,int4,sparse_p0p1,1e-05,187.56024969256487,0.8690944458858504,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0001159825672705,0.0402965387183615,13.83471701673894,,
facebook/opt-1.3b,nan,int4,sparse_p0p1,3e-05,13.475914883010466,0.0366802357503586,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0003488212823867,0.0701083937900004,7.984700616834768,,
facebook/opt-1.3b,nan,int4,sparse_p0p1,0.0001,19.588522216843767,-0.1002362864271597,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.001179178762767,0.1293212261961522,4.39865322012297,,
facebook/opt-1.3b,nan,int4,sparse_p0p1,0.0003,2.992231280873737,0.5648650973149939,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0036829683101839,0.2304942607042699,2.581838198550124,,
facebook/opt-1.3b,nan,int4,sparse_p0p1,0.001,0.9843764094180992,0.8322015355443646,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0137085399279991,0.4580952217626448,1.495932540636128,,
facebook/opt-1.3b,nan,int4,sparse_p0p1,0.003,1.4793299853093986,0.8309685242090233,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0416269085059563,0.7886135745106367,1.0361292395058437,,
facebook/opt-1.3b,nan,int4,sparse_p0p1,0.01,2.023265777632805,0.7528205141082767,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0751682565444045,0.9297957149055952,0.852369544136818,,
facebook/opt-1.3b,nan,int4,sparse_p0p1,0.03,1.073605101964924,0.2331512207952846,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0909566428098413,0.9606510445155908,0.6870416904983452,,
facebook/opt-1.3b,nan,int4,sparse_p0p1,0.1,1.5087446345583968,-0.4319374606186924,,outputs/opt13b_int4_four_settings_probe_20260522_124741/summary.csv,loss_or_fd,,0.0973277708722485,0.9188687990612652,0.4329973220255084,,
facebook/opt-1.3b,nan,int4,dense,0.001,10.13638380069464,,,outputs/opt13b_int4_four_settings_probe_smoke_20260522_124706/summary.csv,loss_or_fd,,0.2091123486558596,0.5472166923887042,1.6848725292211633,,
facebook/opt-1.3b,sst-2,int4,dense,0.0001,7.134383585134454,0.4043451907468795,,outputs/opt13b_int4_mezo_option_lgrid_dense_20260617_204123/sst-2/dense/summary.csv,loss_or_fd,,0.0195713138932155,0.163413409656082,5.082059428631772,,
facebook/opt-1.3b,sst-2,int4,dense,0.0003,2.820982920604885,0.6339821223655918,,outputs/opt13b_int4_mezo_option_lgrid_dense_20260617_204123/sst-2/dense/summary.csv,loss_or_fd,,0.0606115505409737,0.2891241853152259,2.9742025624760644,,
facebook/opt-1.3b,sst-2,int4,dense,0.001,0.44176848475436,0.7447239341137569,,outputs/opt13b_int4_mezo_option_lgrid_dense_20260617_204123/sst-2/dense/summary.csv,loss_or_fd,,0.209101038881474,0.5472092104268758,1.6848701293429054,,
facebook/opt-1.3b,sst-5,int4,dense,0.0001,11.651732321941136,0.245899216032212,,outputs/opt13b_int4_mezo_option_lgrid_dense_20260617_204123/sst-5/dense/summary.csv,loss_or_fd,,0.0195713138932155,0.163413409656082,5.082059428631772,,
facebook/opt-1.3b,sst-5,int4,dense,0.0003,3.69815691496288,0.0125063792509778,,outputs/opt13b_int4_mezo_option_lgrid_dense_20260617_204123/sst-5/dense/summary.csv,loss_or_fd,,0.0606115505409737,0.2891241853152259,2.9742025624760644,,
facebook/opt-1.3b,sst-5,int4,dense,0.001,1.69439463853435,0.2271910253146562,,outputs/opt13b_int4_mezo_option_lgrid_dense_20260617_204123/sst-5/dense/summary.csv,loss_or_fd,,0.209101038881474,0.5472092104268758,1.6848701293429054,,
facebook/opt-1.3b,mnli,int4,dense,1e-05,59.84300297267124,-0.0917154527803128,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/mnli/dense/summary.csv,loss_or_fd,,0.00192272679932,0.0509836298860782,15.965040532577309,,
facebook/opt-1.3b,mnli,int4,dense,3e-05,13.480250006444058,0.0972136434577211,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/mnli/dense/summary.csv,loss_or_fd,,0.0057883503096592,0.0886424479553292,9.226851679522015,,
facebook/opt-1.3b,mnli,int4,dense,0.0001,3.5179144943119347,-0.0135657690720753,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/mnli/dense/summary.csv,loss_or_fd,,0.019570469791587,0.1634112798033604,5.081864569595584,,
facebook/opt-1.3b,mnli,int4,dense,0.0003,1.520776053366445,0.1764185846645042,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/mnli/dense/summary.csv,loss_or_fd,,0.0606122523572089,0.2891199841816621,2.9742170927535736,,
facebook/opt-1.3b,mnli,int4,dense,0.001,0.9249629400481156,0.3045196791130102,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/mnli/dense/summary.csv,loss_or_fd,,0.2090980318737113,0.5472039286391596,1.6848600275743757,,
facebook/opt-1.3b,mnli,int4,dense,0.003,1.0178749943133938,0.2189128729980719,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/mnli/dense/summary.csv,loss_or_fd,,0.5331166739989487,0.8650628301690537,1.12786512831013,,
facebook/opt-1.3b,mnli,int4,dense,0.01,1.093490206464805,0.1141162167982755,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/mnli/dense/summary.csv,loss_or_fd,,0.8336640979654882,0.9781815452701288,0.988086156610768,,
facebook/opt-1.3b,mnli,int4,dense,0.03,1.0801614026255493,-0.0732782259426354,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/mnli/dense/summary.csv,loss_or_fd,,0.9429554398456176,0.9711799274311284,0.8578506487033106,,
facebook/opt-1.3b,mnli,int4,dense,0.1,1.0410762299857708,0.0181609966117458,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/mnli/dense/summary.csv,loss_or_fd,,0.9828138735093592,0.8802939000620591,0.4581121219439539,,
facebook/opt-1.3b,rte,int4,dense,1e-05,139.99932198542416,-0.081604116154497,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/rte/dense/summary.csv,loss_or_fd,,0.00192272679932,0.0509836298860782,15.965040532577309,,
facebook/opt-1.3b,rte,int4,dense,3e-05,30.996142295271525,-0.0025570350657911,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/rte/dense/summary.csv,loss_or_fd,,0.0057883503096592,0.0886424479553292,9.226851679522015,,
facebook/opt-1.3b,rte,int4,dense,0.0001,9.857243095245112,0.0541045036604116,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/rte/dense/summary.csv,loss_or_fd,,0.019570469791587,0.1634112798033604,5.081864569595584,,
facebook/opt-1.3b,rte,int4,dense,0.0003,3.733702174206957,0.1493779336322368,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/rte/dense/summary.csv,loss_or_fd,,0.0606122523572089,0.2891199841816621,2.9742170927535736,,
facebook/opt-1.3b,rte,int4,dense,0.001,1.3977317999725178,0.1932769939431251,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/rte/dense/summary.csv,loss_or_fd,,0.2090980318737113,0.5472039286391596,1.6848600275743757,,
facebook/opt-1.3b,rte,int4,dense,0.003,0.8970140518761225,0.3484473097811364,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/rte/dense/summary.csv,loss_or_fd,,0.5331166739989487,0.8650628301690537,1.12786512831013,,
facebook/opt-1.3b,rte,int4,dense,0.01,1.173424265370011,-0.0268176041274164,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/rte/dense/summary.csv,loss_or_fd,,0.8336640979654882,0.9781815452701288,0.988086156610768,,
facebook/opt-1.3b,rte,int4,dense,0.03,1.098162665608183,-0.0794983405495791,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/rte/dense/summary.csv,loss_or_fd,,0.9429554398456176,0.9711799274311284,0.8578506487033106,,
facebook/opt-1.3b,rte,int4,dense,0.1,1.016746918010332,0.0880551526668358,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/rte/dense/summary.csv,loss_or_fd,,0.9828138735093592,0.8802939000620591,0.4581121219439539,,
facebook/opt-1.3b,sst-2,int4,dense,1e-05,84.83140504643785,0.1134889522473269,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-2/dense/summary.csv,loss_or_fd,,0.00192272679932,0.0509836298860782,15.965040532577309,,
facebook/opt-1.3b,sst-2,int4,dense,3e-05,31.44258096914325,0.1605212893839367,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-2/dense/summary.csv,loss_or_fd,,0.0057883503096592,0.0886424479553292,9.226851679522015,,
facebook/opt-1.3b,sst-2,int4,dense,0.0001,12.18097465929925,0.0027025640064453,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-2/dense/summary.csv,loss_or_fd,,0.019570469791587,0.1634112798033604,5.081864569595584,,
facebook/opt-1.3b,sst-2,int4,dense,0.0003,5.515730819452456,-0.1202915504734417,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-2/dense/summary.csv,loss_or_fd,,0.0606122523572089,0.2891199841816621,2.9742170927535736,,
facebook/opt-1.3b,sst-2,int4,dense,0.001,2.260738884797008,0.1159382544106458,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-2/dense/summary.csv,loss_or_fd,,0.2090980318737113,0.5472039286391596,1.6848600275743757,,
facebook/opt-1.3b,sst-2,int4,dense,0.003,1.1019842024533892,0.4343815785311857,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-2/dense/summary.csv,loss_or_fd,,0.5331166739989487,0.8650628301690537,1.12786512831013,,
facebook/opt-1.3b,sst-2,int4,dense,0.01,1.13858117133793,0.1112971394207083,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-2/dense/summary.csv,loss_or_fd,,0.8336640979654882,0.9781815452701288,0.988086156610768,,
facebook/opt-1.3b,sst-2,int4,dense,0.03,1.0542956461121242,0.0415999335184464,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-2/dense/summary.csv,loss_or_fd,,0.9429554398456176,0.9711799274311284,0.8578506487033106,,
facebook/opt-1.3b,sst-2,int4,dense,0.1,1.089753406493064,-0.1223581916569541,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-2/dense/summary.csv,loss_or_fd,,0.9828138735093592,0.8802939000620591,0.4581121219439539,,
facebook/opt-1.3b,sst-5,int4,dense,1e-05,88.57868468245888,0.0493994737561275,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-5/dense/summary.csv,loss_or_fd,,0.00192272679932,0.0509836298860782,15.965040532577309,,
facebook/opt-1.3b,sst-5,int4,dense,3e-05,37.69604049524689,0.2174907208239008,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-5/dense/summary.csv,loss_or_fd,,0.0057883503096592,0.0886424479553292,9.226851679522015,,
facebook/opt-1.3b,sst-5,int4,dense,0.0001,9.88147217544338,0.0918162704461859,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-5/dense/summary.csv,loss_or_fd,,0.019570469791587,0.1634112798033604,5.081864569595584,,
facebook/opt-1.3b,sst-5,int4,dense,0.0003,4.531671836301123,0.0071379939732615,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-5/dense/summary.csv,loss_or_fd,,0.0606122523572089,0.2891199841816621,2.9742170927535736,,
facebook/opt-1.3b,sst-5,int4,dense,0.001,1.4101420410855772,0.423742028137796,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-5/dense/summary.csv,loss_or_fd,,0.2090980318737113,0.5472039286391596,1.6848600275743757,,
facebook/opt-1.3b,sst-5,int4,dense,0.003,0.9386501693430338,0.531742098408334,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-5/dense/summary.csv,loss_or_fd,,0.5331166739989487,0.8650628301690537,1.12786512831013,,
facebook/opt-1.3b,sst-5,int4,dense,0.01,0.9201008429467435,0.3527246070313609,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-5/dense/summary.csv,loss_or_fd,,0.8336640979654882,0.9781815452701288,0.988086156610768,,
facebook/opt-1.3b,sst-5,int4,dense,0.03,0.9998107795114776,0.187361164706466,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-5/dense/summary.csv,loss_or_fd,,0.9429554398456176,0.9711799274311284,0.8578506487033106,,
facebook/opt-1.3b,sst-5,int4,dense,0.1,1.0630316364635846,0.0131959712402178,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/sst-5/dense/summary.csv,loss_or_fd,,0.9828138735093592,0.8802939000620591,0.4581121219439539,,
facebook/opt-1.3b,sst-2,int4,dense,1e-05,84.83140504643785,0.1134889522473269,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/summary.csv,loss_or_fd,,0.00192272679932,0.0509836298860782,15.965040532577309,,
facebook/opt-1.3b,sst-2,int4,dense,3e-05,31.44258096914325,0.1605212893839367,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/summary.csv,loss_or_fd,,0.0057883503096592,0.0886424479553292,9.226851679522015,,
facebook/opt-1.3b,sst-2,int4,dense,0.0001,12.18097465929925,0.0027025640064453,,outputs/opt13b_int4_mezo_option_probe64_dense_20260610_204834/summary.csv,loss_or_fd,,0.019570469791587,0.1634112798033604,5.081864569595584,,
