d,effective_dim,active_p,Delta,qbits,function_family,group_size,scale_sigma,synthetic_source,k_dirs,tau,h_min,h_max,rho_window_width_log10,rows_in_window
10000,10000,1.0,0.01,8,nl,128,1.0,main,2,0.05,,,,0
10000,10000,1.0,0.01,8,nl,128,1.0,main,2,0.1,,,,0
10000,10000,1.0,0.01,8,nl,128,1.0,main,2,0.5,0.01,0.1,1.0,3
10000,10000,1.0,0.01,8,nl,128,1.0,main,2,1.0,1e-08,0.1,7.0,6
10000,10000,1.0,0.01,8,nl,128,1.0,main,4,0.01,,,,0
10000,10000,1.0,0.01,8,nl,128,1.0,main,4,0.05,,,,0
10000,10000,1.0,0.01,8,nl,128,1.0,main,4,0.1,0.03,0.1,0.5228787452803376,2
10000,10000,1.0,0.01,8,nl,128,1.0,main,4,0.5,1e-08,0.1,7.0,6
10000,10000,1.0,0.01,8,nl,128,1.0,main,4,1.0,1e-08,0.1,7.0,8
10000,10000,1.0,0.01,8,nl,128,1.0,main,8,0.01,,,,0
10000,10000,1.0,0.01,8,nl,128,1.0,main,8,0.05,0.03,0.1,0.5228787452803376,2
10000,10000,1.0,0.01,8,nl,128,1.0,main,8,0.1,0.01,0.1,1.0,3
10000,10000,1.0,0.01,8,nl,128,1.0,main,8,0.5,1e-08,0.1,7.0,8
10000,10000,1.0,0.01,8,nl,128,1.0,main,8,1.0,1e-08,0.1,7.0,9
10000,10000,1.0,0.01,8,nl,128,1.0,main,16,0.01,,,,0
10000,10000,1.0,0.01,8,nl,128,1.0,main,16,0.05,0.01,0.1,1.0,3
10000,10000,1.0,0.01,8,nl,128,1.0,main,16,0.1,1e-08,0.1,7.0,6
10000,10000,1.0,0.01,8,nl,128,1.0,main,16,0.5,1e-08,0.1,7.0,9
10000,10000,1.0,0.01,8,nl,128,1.0,main,16,1.0,1e-08,0.1,7.0,9
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.01,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.05,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.1,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.5,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,1.0,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.01,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.05,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.1,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.5,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,1.0,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.01,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.05,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.1,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.5,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,1.0,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.01,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.05,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.1,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.5,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,1.0,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.01,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.05,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.1,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.5,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,1.0,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.01,1e-08,0.1,7.0,13
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.05,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.1,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.5,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,1.0,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.01,1e-08,0.1,7.0,14
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.05,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.1,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.5,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,1.0,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.01,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.05,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.1,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.5,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,1.0,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.01,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.05,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.1,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.5,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,1.0,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.01,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.05,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.1,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.5,1e-08,0.1,7.0,15
100000,100,0.001,3e-05,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.01,1e-08,0.1,7.0,14
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.0003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.003,4,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,1,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,2,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,4,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,8,1.0,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.01,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.05,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.1,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,0.5,1e-08,0.1,7.0,15
100000,100,0.001,0.003,8,nl,128,0.5,hwindow_12h_highdim_extra_midp,16,1.0,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,1,0.01,3e-06,0.1,4.522878745280337,9
100000,1000,0.01,1e-05,4,lin,128,0.0,main,1,0.05,1e-06,0.1,5.0,11
100000,1000,0.01,1e-05,4,lin,128,0.0,main,1,0.1,1e-06,0.1,5.0,11
100000,1000,0.01,1e-05,4,lin,128,0.0,main,1,0.5,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,1,1.0,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,2,0.01,1e-06,0.1,5.0,11
100000,1000,0.01,1e-05,4,lin,128,0.0,main,2,0.05,1e-06,0.1,5.0,11
100000,1000,0.01,1e-05,4,lin,128,0.0,main,2,0.1,3e-08,0.1,6.522878745280337,13
100000,1000,0.01,1e-05,4,lin,128,0.0,main,2,0.5,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,2,1.0,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,4,0.01,1e-06,0.1,5.0,11
100000,1000,0.01,1e-05,4,lin,128,0.0,main,4,0.05,3e-08,0.1,6.522878745280337,13
100000,1000,0.01,1e-05,4,lin,128,0.0,main,4,0.1,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,4,0.5,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,4,1.0,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,8,0.01,1e-06,0.1,5.0,11
100000,1000,0.01,1e-05,4,lin,128,0.0,main,8,0.05,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,8,0.1,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,8,0.5,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,8,1.0,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,16,0.01,3e-08,0.1,6.522878745280337,13
100000,1000,0.01,1e-05,4,lin,128,0.0,main,16,0.05,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,16,0.1,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,16,0.5,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,0.0,main,16,1.0,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,1.0,main,1,0.01,1e-05,0.01,3.0,6
100000,1000,0.01,1e-05,4,lin,128,1.0,main,1,0.05,1e-06,0.1,5.0,11
100000,1000,0.01,1e-05,4,lin,128,1.0,main,1,0.1,3e-07,0.1,5.522878745280337,12
100000,1000,0.01,1e-05,4,lin,128,1.0,main,1,0.5,3e-08,0.1,6.522878745280337,14
100000,1000,0.01,1e-05,4,lin,128,1.0,main,1,1.0,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,1.0,main,2,0.01,3e-06,0.1,4.522878745280337,10
100000,1000,0.01,1e-05,4,lin,128,1.0,main,2,0.05,3e-07,0.1,5.522878745280337,12
100000,1000,0.01,1e-05,4,lin,128,1.0,main,2,0.1,3e-08,0.1,6.522878745280337,14
100000,1000,0.01,1e-05,4,lin,128,1.0,main,2,0.5,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,1.0,main,2,1.0,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,1.0,main,4,0.01,1e-06,0.1,5.0,11
100000,1000,0.01,1e-05,4,lin,128,1.0,main,4,0.05,3e-08,0.1,6.522878745280337,14
100000,1000,0.01,1e-05,4,lin,128,1.0,main,4,0.1,3e-08,0.1,6.522878745280337,14
100000,1000,0.01,1e-05,4,lin,128,1.0,main,4,0.5,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,1.0,main,4,1.0,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,1.0,main,8,0.01,1e-06,0.1,5.0,11
100000,1000,0.01,1e-05,4,lin,128,1.0,main,8,0.05,3e-08,0.1,6.522878745280337,14
100000,1000,0.01,1e-05,4,lin,128,1.0,main,8,0.1,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,1.0,main,8,0.5,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,1.0,main,8,1.0,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,1.0,main,16,0.01,1e-07,0.1,6.0,13
100000,1000,0.01,1e-05,4,lin,128,1.0,main,16,0.05,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,1.0,main,16,0.1,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,1.0,main,16,0.5,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,lin,128,1.0,main,16,1.0,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,1,0.01,1e-08,0.03,6.477121254719663,6
100000,1000,0.01,1e-05,4,nl,128,0.0,main,1,0.05,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,1,0.1,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,1,0.5,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,1,1.0,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,2,0.01,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,2,0.05,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,2,0.1,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,2,0.5,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,2,1.0,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,4,0.01,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,4,0.05,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,4,0.1,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,4,0.5,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,4,1.0,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,8,0.01,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,8,0.05,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,8,0.1,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,8,0.5,1e-08,0.1,7.0,15
100000,1000,0.01,1e-05,4,nl,128,0.0,main,8,1.0,1e-08,0.1,7.0,15
