model,task,precision,perturbation_mode,h,metric_type,A_uniform,p_active,V_align,V_norm,relative_disp,locality_proxy,nMSE_loss,corr_loss,source_path
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,4716.062907896502,0.0001599049707602,0.1074984977225132,21.85248536539256,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,8518.516761138811,0.0002055921052631,0.1154422660724984,32.302870673500394,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,3743.906292111083,0.000251279239766,0.1243077680810971,24.687648678137187,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,791.5547345942248,2.2843567251461987e-05,0.2931570180348139,3.616515017560178,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,476.2648102366207,4.568713450292397e-05,0.1929079710217885,3.649585416684374,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,1534.804234543557,6.853070175438596e-05,0.1370152932220149,8.585695671304734,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,1144.091439105451,9.137426900584796e-05,0.1178159796105607,7.887204195211257,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,254.09288523903763,2.2843567251461987e-05,0.3811465321650158,1.9961181233044352,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,4234.1579430310085,0.000251279239766,0.1223728808108684,27.8106552574259,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,1847.08685972522,6.853070175438596e-05,0.1058529542810611,7.904278297695293,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,3542.3201133297703,0.0002055921052631,0.2009847793816976,19.531846620647546,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,1170.7127391648964,9.137426900584796e-05,0.1339099693577816,8.517973134053433,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,2171.84256900555,0.0001827485380116,0.1123842871098891,15.62391559191654,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,1583.451761821192,9.137426900584796e-05,0.1340540678878703,9.15261299370803,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,808.5618237985218,4.568713450292397e-05,0.2595821661710048,5.144602343045109,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,3051.413943046545,0.0001599049707602,0.2295092202072666,18.156351866984384,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,2869.247839936076,0.0002055921052631,0.084100568307315,19.865177336544715,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,5450.921794202836,0.0001827485380116,0.117249805136046,24.9656626571658,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,9790.991908758837,0.000251279239766,0.1199269294536367,39.96127927499597,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,3754.0937405059512,0.000251279239766,0.160757328636452,23.639365755131383,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,279.46694367793145,4.568713450292397e-05,0.1563828559588509,2.8992250368236663,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,1683.0803859570622,6.853070175438596e-05,0.1979868449684448,8.140892821310926,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,3155.1019155491617,0.0001370614035087,0.1355454495856774,16.52672158798462,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,1586.4809925319078,0.0001142178362573,0.1235426326773498,10.580204844345593,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,292.30173955575987,4.568713450292397e-05,0.1255010718666449,2.8320016636253613,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,2540.5788887651324,9.137426900584796e-05,0.2441773113786435,12.768993709962762,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,2709.5335444737134,0.000251279239766,0.170182810578163,21.348062597409463,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,1413.258451932953,9.137426900584796e-05,0.1099175323063695,9.329074735927197,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,752.89023259106,4.568713450292397e-05,0.2578020274173449,5.1282288475419096,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,1614.6665880158405,0.0001142178362573,0.1352869599699503,10.302009215592951,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,3392.9803068291644,0.0004111842105263,0.0883936807241012,28.92156766215501,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,3981.007851383373,0.0001599049707602,0.0687257786516831,20.90891785888621,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,2883.7449815810637,0.0001827485380116,0.1214019649979175,18.151212062280734,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,16671.846357221504,0.0004111842105263,0.1017146791081405,66.5965953173339,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,4047.837257058848,6.853070175438596e-05,0.1504285558866598,13.634345910748976,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,1672.1605862282674,9.137426900584796e-05,0.1696283039994522,10.909433363726574,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,402.0351786022301,4.568713450292397e-05,0.248700913014536,3.600986766121852,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,1591.0992658567932,9.137426900584796e-05,0.1524091582456996,9.663845739713892,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,972.019593305977,4.568713450292397e-05,0.1984212670535132,5.3430230634883005,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,1133.975901055322,4.568713450292397e-05,0.2339734485154917,6.23569425407049,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,855.094445716778,4.568713450292397e-05,0.178012543385149,5.007175828790274,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,2074.7449548115155,0.0001599049707602,0.0690123150272029,15.467543541263275,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,3463.3943994870565,0.000296966374269,0.1423695932622405,24.81229459373798,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,interval,1476.8187739573734,0.0001370614035087,0.1535824194128859,12.260261955525262,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,555.195846129904,0.0002741228070175,0.1653896455893682,9.32091249359407,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,265.9960211594193,0.0001827485380116,0.0781185525625781,5.774926521854736,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,291.59236598246883,0.0001827485380116,0.1902411300232481,6.004861942501732,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,165.65723979294611,0.0001827485380116,0.1406354237071748,4.382371824127284,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,874.6259067408116,0.000296966374269,0.1855286417266304,13.178557228878237,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,141.36690817789145,4.568713450292397e-05,0.2941344986292567,1.9404168534836888,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,542.2805840618744,0.0001599049707602,0.1115862795619318,6.712341242566652,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,4582.033573244024,0.0001827485380116,0.0987362097563897,23.28207459556196,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,429.1825478327038,0.0003426535087719,0.161155413049341,9.443704670736338,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,238.82941658191208,0.0003426535087719,0.1153047450523425,6.692168892448578,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,1229.4728205259082,0.0002741228070175,0.1577789932285147,15.111563903546504,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,214.42063940776097,0.0001142178362573,0.2417941034960512,3.7293066111579702,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,292.44474661920486,0.0001599049707602,0.165104667955927,5.664553857190568,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,1.0,0.0,,0.0,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,74.63223177484748,0.0001370614035087,0.1962739492700419,2.7649402824646017,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,109.85421261602896,0.0004568713450292,0.1439331451656821,5.168123394620418,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,127.64966062736636,2.2843567251461987e-05,0.202487844096397,1.2273538239709316,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,218.76375990436097,6.853070175438596e-05,0.1345977245257635,3.008271231261085,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,1301.604422188762,0.0003654970760233,0.1246471243856285,16.919840684170996,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,89.30821256977373,4.568713450292397e-05,0.3133529625258629,1.6249180925515505,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,318.1142628765613,0.0002284356725146,0.2288915312011291,6.513034547326374,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,257.1139645510239,0.000296966374269,0.1547099089077137,6.472852125926263,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,1261.3988665279398,0.0005254020467836,0.0869207892198476,19.99854885408049,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,1060.19748164032,0.0004111842105263,0.0901264737565107,15.74655000987346,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,39.92658539246863,2.2843567251461987e-05,0.3599944369508636,1.1754637258758744,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,208.50622979089897,0.0001142178362573,0.2102962672934985,3.982384373582533,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,556.6009069416502,0.0003883406432748,0.1176668814044112,11.049027177274889,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,399.1103945616412,0.0004340277777777,0.1635601860789269,9.857625808547173,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,1292.1002514055328,0.0003883406432748,0.1700988577673472,18.03897872977223,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,565.63325825226,0.0002741228070175,0.1032294378554988,9.947996528955594,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,396.3117611067387,0.0002284356725146,0.1635170580302526,7.701885729432723,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,454.9251889151254,0.0001599049707602,0.133940457628438,6.909040371308932,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,174.61556246164025,0.0001142178362573,0.2518349826405544,3.604498703268152,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,457.586088657413,0.0004568713450292,0.1343163841728575,10.8875265442591,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,828.1115499438109,0.000296966374269,0.1166214917402484,13.146361300319144,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,62.52201640878015,2.2843567251461987e-05,0.2024362375699106,1.1042060244722594,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,356.2010626819619,0.0001599049707602,0.1256966745703623,6.253475088344106,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,252.1833528844369,0.0001599049707602,0.1307535132750409,5.342337302676665,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,231.53767807271035,9.137426900584796e-05,0.1945893326369799,3.805321872859165,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,285.25246566158,0.0003654970760233,0.1359680364643956,8.143893180121859,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,179.3792182429175,9.137426900584796e-05,0.1701644369489126,3.5421701155838985,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,431.7175824799375,0.000251279239766,0.1695840080561844,7.574561474369128,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,824.9882365793748,0.0002741228070175,0.141114382237917,12.327718143244416,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,928.260753833216,0.0002055921052631,0.1878690743406519,12.141992582403285,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,248.07432874658596,9.137426900584796e-05,0.1270426071544343,4.156292876677363,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,987.6358905016658,0.0007995248538011,0.1476684489390013,18.266897535666637,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,377.1803430734869,0.0002055921052631,0.1599990539331024,6.8960516687773445,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,197.7341988890137,0.0001370614035087,0.230898394397036,4.564756209551138,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,382.52363592466986,0.0001370614035087,0.1886579378569672,6.125233519024854,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,466.2810373565055,0.0002284356725146,0.1522272586756892,7.357797705561665,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,413.3740116292313,0.0004111842105263,0.1133484669883022,9.788732967954116,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,254.8118498037036,0.0002284356725146,0.1148732340175857,6.349109187670024,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,409.6408694980281,0.0002055921052631,0.1491117004749646,7.461659766481884,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,61.24462616036063,4.568713450292397e-05,0.3673435254651042,1.3297782541356695,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,280.9372306767877,0.0001142178362573,0.2681358610689278,4.128717338386196,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,613.7014014077793,0.0002741228070175,0.1464821653209471,10.080547489884635,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,151.97416621505755,0.0001599049707602,0.0884567427280882,3.914809309484971,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,136.90956984803253,9.137426900584796e-05,0.2227328983416385,2.6142497954265163,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,237.6864679327504,0.0001370614035087,0.105751907440069,4.573618120966052,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,102.17945034741292,6.853070175438596e-05,0.1780120603981272,2.252445451205208,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,78.32655441611443,2.2843567251461987e-05,0.290192252859853,1.197074662684789,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,722.3545045294661,0.0002284356725146,0.1389998649230188,10.668898390457043,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,355.0755702044093,0.000296966374269,0.1709972827631756,8.530330898388847,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,207.35051990067075,0.0002055921052631,0.1404824702886159,5.431593378222633,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,382.4604058108761,0.0001827485380116,0.1571148041269058,6.705958185122935,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,131.3591236044362,0.0001370614035087,0.1050653437067374,3.5281305659100184,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,427.1468924967395,0.0001142178362573,0.1624704077910647,5.258314263341129,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,548.1796614099555,0.0001827485380116,0.1546161782091725,8.657979836004378,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,414.7823952650247,0.0002741228070175,0.1467087662294566,8.323749275284706,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,271.0324078750671,0.0003198099415204,0.1193846156953379,7.388239893407989,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,35.966736294595044,2.2843567251461987e-05,0.2352101276867445,0.6775810165960513,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,121.18776820563464,4.568713450292397e-05,0.2432228074529431,1.8000467395790698,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,769.2661148807374,0.0002284356725146,0.1607227800915926,10.556307686056355,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,321.4490592430988,0.0001142178362573,0.1105145610556534,4.841334051038308,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,159.15646891820512,0.0001142178362573,0.0964453960272943,3.617247391832752,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,132.78953844022615,4.568713450292397e-05,0.1814923464461711,2.126391578477239,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,334.7353628452637,0.0002284356725146,0.2434069902190666,7.242332882745203,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,530.8298392822313,0.0002055921052631,0.1219734429845423,8.398135514786565,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,1206.2720270823386,0.0003654970760233,0.1228227876600226,17.69832881411807,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,441.9534668068607,0.000296966374269,0.0933565159502385,8.73901551287531,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,203.4100446771887,0.0002055921052631,0.1840929030840252,5.391813025543296,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,535.3174998081846,0.0001599049707602,0.1609205545020915,7.796938143411235,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,112.96275427635582,4.568713450292397e-05,0.30134698147746,1.7795432042590975,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,353.5492612904904,0.000296966374269,0.1789678611196618,8.014203960292658,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,235.12107051408964,0.0001142178362573,0.1919949141624355,3.975850447474064,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,154.42677695192808,0.0001142178362573,0.134140066617361,3.3059813639071383,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,175.82752984240005,2.2843567251461987e-05,0.2580954472200091,1.8437957203778204,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,60.03395540140896,4.568713450292397e-05,0.2494790970336333,1.265640865450688,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,43.57148556095372,4.568713450292397e-05,0.1671174533018726,1.231038565150941,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,236.58674677130924,0.0001827485380116,0.1945745596243002,5.464903801467363,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,630.8130348878001,0.0004111842105263,0.1191442604255023,12.510088488395128,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,123.99108574021932,4.568713450292397e-05,0.1086688936936242,1.9005622035456464,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,145.3434410599611,0.0001142178362573,0.1754579002708057,3.4097094202256217,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,923.6394379232936,0.0006167763157894,0.1429741392107133,17.233415980514277,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,528.3017316567651,0.0005254020467836,0.1737081639017568,13.179046998799894,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,75.00260242505271,6.853070175438596e-05,0.0702860130566145,1.7624000032418905,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,32.512220877520164,2.2843567251461987e-05,0.295066360461972,0.8313190746295277,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,322.7632907313954,0.0001827485380116,0.2263749637542133,6.462327900058723,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,285.18209178295064,0.0001827485380116,0.0929824869749508,5.826815209569134,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,692.6026363117453,0.0004568713450292,0.1574195120269938,15.009516266928326,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,518.7343305092662,0.0003198099415204,0.1702956428535212,10.524337357586637,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,376.0584120944747,0.0003198099415204,0.1146604049502498,8.947023576430993,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,interval,1449.24541885388,0.0005254020467836,0.16233018169011,19.55420476616384,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
