d,effective_dim,active_p,Delta,qbits,function_family,group_size,scale_sigma,n_dirs,metric,alpha,beta,gamma,h_star,fit_R2,synthetic_source
100000,100000,1.0,0.001,4,nl,128,0.0,24,A_true,1.4594366927448602e-12,0.0,0.0,,0.7022492375821647,main
100000,100000,1.0,0.001,4,nl,128,0.0,24,A_interval_grad,2.4794260699345525e-12,0.0,0.0,,0.9012386104124988,main
100000,100000,1.0,0.001,4,lin,128,1.0,24,A_true,3.698688837537648e-13,0.0,0.0,,0.6109067589695472,main
100000,100000,1.0,0.001,4,lin,128,1.0,24,A_interval_grad,3.8657751123452315e-13,0.0,0.0,,0.7965661662367285,main
100000,100000,1.0,0.001,4,nl,128,1.0,24,A_true,2.712013586055133e-15,0.0,0.0,,-0.3893061264968751,main
100000,100000,1.0,0.001,4,nl,128,1.0,24,A_interval_grad,5.080081644364072e-15,0.0,0.0,,-0.250005249796932,main
100000,100000,1.0,0.01,8,lin,128,0.0,24,A_true,1.96123481542742e-12,0.0,0.0,,-0.1624322704437601,main
100000,100000,1.0,0.01,8,lin,128,0.0,24,A_interval_grad,2.502313689172245e-12,0.0,0.0,,-0.1314017034261301,main
100000,100000,1.0,0.01,8,nl,128,0.0,24,A_true,2.719629766052179e-12,0.0,0.0,,-0.0719890661998963,main
100000,100000,1.0,0.01,8,nl,128,0.0,24,A_interval_grad,5.863880830833186e-12,0.0,0.0,,-0.0789097153933013,main
100000,100000,1.0,0.01,8,lin,128,1.0,24,A_true,1.035726381930584e-12,0.0,0.0,,-0.1261719132196721,main
100000,100000,1.0,0.01,8,lin,128,1.0,24,A_interval_grad,1.1579615107442178e-12,0.0,0.0,,0.0448773864998548,main
100000,100000,1.0,0.01,8,nl,128,1.0,24,A_true,1.1932538532548331e-14,0.0,0.0,,-0.24557209463909,main
100000,100000,1.0,0.01,8,nl,128,1.0,24,A_interval_grad,9.293442341988719e-14,0.0,0.0,,-0.1520315067203153,main
100000,100000,1.0,0.01,4,lin,128,0.0,24,A_true,5.056715858325823e-14,0.0,0.0,,-0.1649696692243603,main
100000,100000,1.0,0.01,4,lin,128,0.0,24,A_interval_grad,4.8665584286459523e-14,0.0,0.0,,-0.1498454843301093,main
100000,100000,1.0,0.01,4,nl,128,0.0,24,A_true,1.8030212690550096e-11,0.0,0.0,,0.961314885268453,main
100000,100000,1.0,0.01,4,nl,128,0.0,24,A_interval_grad,1.3054225348749708e-11,0.0,0.0,,0.9299739350721752,main
100000,100000,1.0,0.01,4,lin,128,1.0,24,A_true,5.345215235498653e-12,0.0,0.0,,-0.0956300351881496,main
100000,100000,1.0,0.01,4,lin,128,1.0,24,A_interval_grad,2.788673580552889e-12,0.0,0.0,,-0.1280964128201285,main
100000,100000,1.0,0.01,4,nl,128,1.0,24,A_true,3.089491879224429e-12,0.0,0.0,,-0.1051424413124235,main
100000,100000,1.0,0.01,4,nl,128,1.0,24,A_interval_grad,1.902482053077007e-12,0.0,0.0,,-0.1132694816782693,main
100000,10000,0.1,1e-05,8,lin,128,0.0,24,A_true,3.3582121756685803e-14,0.0,0.0,,0.947066553935555,main
100000,10000,0.1,1e-05,8,lin,128,0.0,24,A_interval_grad,4.063939808970577e-15,0.0,0.0,,0.9534671620993488,main
100000,10000,0.1,1e-05,8,nl,128,0.0,24,A_true,2.2909387642711666e-15,0.0,0.0,,-0.2289463615182467,main
100000,10000,0.1,1e-05,8,nl,128,0.0,24,A_interval_grad,4.030861694497781e-15,0.0,0.0,,0.9482805187685216,main
100000,10000,0.1,1e-05,8,lin,128,1.0,24,A_true,4.8646233004275856e-14,0.0,0.0,,0.9837112550498108,main
100000,10000,0.1,1e-05,8,lin,128,1.0,24,A_interval_grad,3.541273641012502e-15,0.0,0.0,,0.9393405914087752,main
100000,10000,0.1,1e-05,8,nl,128,1.0,24,A_true,4.516199935797803e-15,0.0,0.0,,-0.0733160625945712,main
100000,10000,0.1,1e-05,8,nl,128,1.0,24,A_interval_grad,1.6791672787905592e-16,0.0,0.0,,-0.3506894790733974,main
100000,10000,0.1,1e-05,4,lin,128,0.0,24,A_true,3.1268578632663435e-14,0.0,0.0,,0.8117383599304285,main
100000,10000,0.1,1e-05,4,lin,128,0.0,24,A_interval_grad,3.841743324622841e-15,0.0,0.0,,0.9270191302284874,main
100000,10000,0.1,1e-05,4,nl,128,0.0,24,A_true,1.108536585365853e-16,0.0,0.0,,,main
100000,10000,0.1,1e-05,4,nl,128,0.0,24,A_interval_grad,2.409819994998366e-15,0.0,0.0,,0.8603292213641974,main
100000,10000,0.1,1e-05,4,lin,128,1.0,24,A_true,2.268182643463825e-14,0.0,0.0,,0.3824453620594613,main
100000,10000,0.1,1e-05,4,lin,128,1.0,24,A_interval_grad,3.5108046370376065e-15,0.0,0.0,,0.7316527464118749,main
100000,10000,0.1,1e-05,4,nl,128,1.0,24,A_true,4.977052224278345e-16,0.0,0.0,,-0.2175839151136913,main
100000,10000,0.1,1e-05,4,nl,128,1.0,24,A_interval_grad,8.884861790753953e-13,0.0,0.0,,0.9999723805416268,main
100000,10000,0.1,0.0001,8,lin,128,0.0,24,A_true,3.53421537926223e-13,0.0,0.0,,0.9895946673386096,main
100000,10000,0.1,0.0001,8,lin,128,0.0,24,A_interval_grad,2.949939970413622e-14,0.0,0.0,,0.9728071592635782,main
100000,10000,0.1,0.0001,8,nl,128,0.0,24,A_true,4.881394082108291e-15,0.0,0.0,,-0.1790332750439069,main
100000,10000,0.1,0.0001,8,nl,128,0.0,24,A_interval_grad,1.133621663171632e-15,0.0,0.0,,-0.1768795246644967,main
100000,10000,0.1,0.0001,8,lin,128,1.0,24,A_true,1.27002703801582e-13,0.0,0.0,,-0.1104164810321932,main
100000,10000,0.1,0.0001,8,lin,128,1.0,24,A_interval_grad,1.7665235450838367e-14,0.0,0.0,,-0.088582105562859,main
100000,10000,0.1,0.0001,8,nl,128,1.0,24,A_true,1.6606469545897557e-12,0.0,0.0,,0.952921163849948,main
100000,10000,0.1,0.0001,8,nl,128,1.0,24,A_interval_grad,6.055267708213618e-13,0.0,0.0,,0.9094931629083292,main
100000,10000,0.1,0.0001,4,lin,128,0.0,24,A_true,7.421016038523136e-13,0.0,0.0,,0.9589767254246196,main
100000,10000,0.1,0.0001,4,lin,128,0.0,24,A_interval_grad,7.554146256945775e-14,0.0,0.0,,0.9861028986730076,main
100000,10000,0.1,0.0001,4,nl,128,0.0,24,A_true,4.244473005181799e-15,0.0,0.0,,-0.2044426122124594,main
100000,10000,0.1,0.0001,4,nl,128,0.0,24,A_interval_grad,1.3852846134371357e-15,0.0,0.0,,-0.1474591134355283,main
100000,10000,0.1,0.0001,4,lin,128,1.0,24,A_true,7.433794668197749e-13,0.0,0.0,,0.8970155656947122,main
100000,10000,0.1,0.0001,4,lin,128,1.0,24,A_interval_grad,5.3664244417176394e-14,0.0,0.0,,0.9205975993203148,main
100000,10000,0.1,0.0001,4,nl,128,1.0,24,A_true,4.655152931821508e-14,0.0,0.0,,-0.0906024661795716,main
100000,10000,0.1,0.0001,4,nl,128,1.0,24,A_interval_grad,8.037627367132034e-15,0.0,0.0,,-0.1211937035463823,main
100000,10000,0.1,0.001,8,lin,128,0.0,24,A_true,2.4773177694265544e-13,0.0,0.0,,0.3898585928375776,main
100000,10000,0.1,0.001,8,lin,128,0.0,24,A_interval_grad,2.6178556566714124e-14,0.0,0.0,,0.250272612021261,main
100000,10000,0.1,0.001,8,nl,128,0.0,24,A_true,3.564127859668934e-12,0.0,0.0,,0.9635165787102966,main
100000,10000,0.1,0.001,8,nl,128,0.0,24,A_interval_grad,2.5989229971455123e-13,0.0,0.0,,0.9886066121001614,main
100000,10000,0.1,0.001,8,lin,128,1.0,24,A_true,2.114191315844271e-13,0.0,0.0,,-0.1323040304520577,main
100000,10000,0.1,0.001,8,lin,128,1.0,24,A_interval_grad,1.418213402214778e-14,0.0,0.0,,-0.1646752521438537,main
100000,10000,0.1,0.001,8,nl,128,1.0,24,A_true,2.477736162046497e-16,0.0,0.0,,-0.2861078448959866,main
100000,10000,0.1,0.001,8,nl,128,1.0,24,A_interval_grad,2.9966673037974977e-17,0.0,0.0,,-0.256030940372197,main
100000,10000,0.1,0.001,4,lin,128,0.0,24,A_true,1.0244379186531757e-12,0.0,0.0,,0.6721545908838638,main
100000,10000,0.1,0.001,4,lin,128,0.0,24,A_interval_grad,7.744684744118824e-14,0.0,0.0,,0.6685668987325918,main
100000,10000,0.1,0.001,4,nl,128,0.0,24,A_true,2.4058338120508444e-12,0.0,0.0,,0.7533134295171935,main
100000,10000,0.1,0.001,4,nl,128,0.0,24,A_interval_grad,1.1716382079758037e-12,0.0,0.0,,0.7080267774987469,main
100000,10000,0.1,0.001,4,lin,128,1.0,24,A_true,1.841676782738584e-15,0.0,0.0,,-0.2909147947895496,main
100000,10000,0.1,0.001,4,lin,128,1.0,24,A_interval_grad,1.7925237441178862e-16,0.0,0.0,,-0.1743741005402499,main
100000,10000,0.1,0.001,4,nl,128,1.0,24,A_true,3.788704259004453e-14,0.0,0.0,,0.8307922815277208,main
100000,10000,0.1,0.001,4,nl,128,1.0,24,A_interval_grad,1.2472738751782791e-14,0.0,0.0,,0.9150034665433052,main
100000,10000,0.1,0.01,8,lin,128,0.0,24,A_true,1.9134458407138455e-16,0.0,0.0,,-0.1021388335545301,main
100000,10000,0.1,0.01,8,lin,128,0.0,24,A_interval_grad,1.7568409576985864e-17,0.0,0.0,,-0.1132705962535705,main
100000,10000,0.1,0.01,8,nl,128,0.0,24,A_true,6.239179520856094e-16,0.0,0.0,,-0.2629559854085732,main
100000,10000,0.1,0.01,8,nl,128,0.0,24,A_interval_grad,1.91843975588791e-16,0.0,0.0,,-0.1896963528969304,main
100000,10000,0.1,0.01,8,lin,128,1.0,24,A_true,1.7729151503464782e-16,0.0,0.0,,-0.2678044378975426,main
100000,10000,0.1,0.01,8,lin,128,1.0,24,A_interval_grad,1.94091866244086e-17,0.0,0.0,,-0.1575615651370234,main
100000,10000,0.1,0.01,8,nl,128,1.0,24,A_true,1.120175774775952e-16,0.0,0.0,,-0.178238635851339,main
100000,10000,0.1,0.01,8,nl,128,1.0,24,A_interval_grad,1.1502767544158857e-17,0.0,0.0,,-0.1579318432718752,main
100000,10000,0.1,0.01,4,lin,128,0.0,24,A_true,8.206740103178935e-15,0.0,0.0,,-0.0984881015471961,main
100000,10000,0.1,0.01,4,lin,128,0.0,24,A_interval_grad,5.474839531002864e-16,0.0,0.0,,-0.1173788623076583,main
100000,10000,0.1,0.01,4,nl,128,0.0,24,A_true,1.1167388724647915e-16,0.0,0.0,,-0.3117267119132771,main
100000,10000,0.1,0.01,4,nl,128,0.0,24,A_interval_grad,1.1109097203210124e-17,0.0,0.0,,-0.2676090917821796,main
100000,10000,0.1,0.01,4,lin,128,1.0,24,A_true,2.261650817192703e-16,0.0,0.0,,-0.3719282728615352,main
100000,10000,0.1,0.01,4,lin,128,1.0,24,A_interval_grad,2.7659286471957887e-17,0.0,0.0,,-0.3057786640308579,main
100000,10000,0.1,0.01,4,nl,128,1.0,24,A_true,2.272546422862672e-14,0.0,0.0,,-0.1142193644641054,main
100000,10000,0.1,0.01,4,nl,128,1.0,24,A_interval_grad,6.896731524883752e-15,0.0,0.0,,-0.1274110634756831,main
100000,1000,0.01,1e-05,8,lin,128,0.0,24,A_true,6.8012927700134895e-15,0.0,0.0,,0.6730316781335394,main
100000,1000,0.01,1e-05,8,lin,128,0.0,24,A_interval_grad,6.38940305227228e-17,0.0,0.0,,0.839138493065857,main
100000,1000,0.01,1e-05,8,nl,128,0.0,24,A_true,2.515920021676352e-12,0.0,0.0,,0.99988848601384,main
100000,1000,0.01,1e-05,8,nl,128,0.0,24,A_interval_grad,9.147664630090937e-16,0.0,0.0,,0.9867475049602232,main
100000,1000,0.01,1e-05,8,lin,128,1.0,24,A_true,6.808744578425916e-14,0.0,0.0,,-0.0263670774270861,main
100000,1000,0.01,1e-05,8,lin,128,1.0,24,A_interval_grad,3.411924252892312e-16,0.0,0.0,,-0.1235422063951852,main
100000,1000,0.01,1e-05,8,nl,128,1.0,24,A_true,8.105924223516652e-15,0.0,0.0,,-0.0845404017861641,main
100000,1000,0.01,1e-05,8,nl,128,1.0,24,A_interval_grad,7.612066111218189e-18,0.0,0.0,,-0.3122672681190217,main
100000,1000,0.01,1e-05,4,lin,128,0.0,24,A_true,2.8163481516558108e-15,0.0,0.0,,0.0292901588248635,main
100000,1000,0.01,1e-05,4,lin,128,0.0,24,A_interval_grad,2.6937335163396826e-17,0.0,0.0,,0.1303847135802739,main
100000,1000,0.01,1e-05,4,nl,128,0.0,24,A_true,1.108536585365853e-16,0.0,0.0,,,main
100000,1000,0.01,1e-05,4,nl,128,0.0,24,A_interval_grad,5.602702579418754e-17,0.0,0.0,,0.2947328315607839,main
100000,1000,0.01,1e-05,4,lin,128,1.0,24,A_true,8.863187290909014e-15,0.0,0.0,,0.9021136924087412,main
100000,1000,0.01,1e-05,4,lin,128,1.0,24,A_interval_grad,5.2666761710238615e-17,0.0,0.0,,0.7545359630390239,main
100000,1000,0.01,1e-05,4,nl,128,1.0,24,A_true,1.1085361849358121e-16,0.0,0.0,,-34.095225717932,main
100000,1000,0.01,1e-05,4,nl,128,1.0,24,A_interval_grad,1.382925668520481e-18,0.0,0.0,,-0.6714143674477131,main
100000,1000,0.01,0.0001,8,lin,128,0.0,24,A_true,5.992340171244536e-14,0.0,0.0,,0.4609945335154682,main
100000,1000,0.01,0.0001,8,lin,128,0.0,24,A_interval_grad,8.02826178306165e-16,0.0,0.0,,0.7749161370141756,main
100000,1000,0.01,0.0001,8,nl,128,0.0,24,A_true,9.471858712056903e-14,0.0,0.0,,0.8100498279496726,main
100000,1000,0.01,0.0001,8,nl,128,0.0,24,A_interval_grad,1.796401813932179e-16,0.0,0.0,,-0.089930873119046,main
100000,1000,0.01,0.0001,8,lin,128,1.0,24,A_true,1.53617162730524e-15,0.0,0.0,,-0.2771023180554306,main
100000,1000,0.01,0.0001,8,lin,128,1.0,24,A_interval_grad,2.3752345222378657e-17,0.0,0.0,,-0.150343218832851,main
100000,1000,0.01,0.0001,8,nl,128,1.0,24,A_true,1.113475774064906e-16,0.0,0.0,,-0.2429834114522331,main
100000,1000,0.01,0.0001,8,nl,128,1.0,24,A_interval_grad,2.620589555938183e-17,0.0,0.0,,-0.155000077927355,main
100000,1000,0.01,0.0001,4,lin,128,0.0,24,A_true,8.017624944507719e-15,0.0,0.0,,-0.1337510092169853,main
100000,1000,0.01,0.0001,4,lin,128,0.0,24,A_interval_grad,5.24187387938694e-17,0.0,0.0,,-0.2015953157082644,main
100000,1000,0.01,0.0001,4,nl,128,0.0,24,A_true,1.1437766807111202e-16,0.0,0.0,,-0.2849938969512748,main
100000,1000,0.01,0.0001,4,nl,128,0.0,24,A_interval_grad,5.527480793971797e-17,0.0,0.0,,-0.1117344002658129,main
100000,1000,0.01,0.0001,4,lin,128,1.0,24,A_true,1.20449942182283e-12,0.0,0.0,,0.9960140179297962,main
100000,1000,0.01,0.0001,4,lin,128,1.0,24,A_interval_grad,1.1703134563802077e-14,0.0,0.0,,0.9976821651106,main
100000,1000,0.01,0.0001,4,nl,128,1.0,24,A_true,1.9160582817682804e-15,0.0,0.0,,-0.1906966547928885,main
100000,1000,0.01,0.0001,4,nl,128,1.0,24,A_interval_grad,3.998139928412855e-17,0.0,0.0,,-0.4508331683248958,main
100000,1000,0.01,0.001,8,lin,128,0.0,24,A_true,1.111336406482268e-16,0.0,0.0,,-0.2925791147172301,main
100000,1000,0.01,0.001,8,lin,128,0.0,24,A_interval_grad,1.1358175021604232e-18,0.0,0.0,,-0.2715618250206912,main
100000,1000,0.01,0.001,8,nl,128,0.0,24,A_true,1.114618256578016e-16,0.0,0.0,,-0.2715384785362231,main
100000,1000,0.01,0.001,8,nl,128,0.0,24,A_interval_grad,1.116891833099038e-18,0.0,0.0,,-0.2033262198827596,main
100000,1000,0.01,0.001,8,lin,128,1.0,24,A_true,1.3201306771873147e-16,0.0,0.0,,-0.1379984699683953,main
100000,1000,0.01,0.001,8,lin,128,1.0,24,A_interval_grad,1.266433146240967e-18,0.0,0.0,,-0.1612151941323882,main
100000,1000,0.01,0.001,8,nl,128,1.0,24,A_true,1.11019886490656e-16,0.0,0.0,,-0.2740131469403017,main
100000,1000,0.01,0.001,8,nl,128,1.0,24,A_interval_grad,1.6712470561393273e-18,0.0,0.0,,-0.2510064198943287,main
100000,1000,0.01,0.001,4,lin,128,0.0,24,A_true,1.5262331071263742e-16,0.0,0.0,,-0.2517949898373233,main
100000,1000,0.01,0.001,4,lin,128,0.0,24,A_interval_grad,1.8833462792266405e-18,0.0,0.0,,-0.2124522514646361,main
100000,1000,0.01,0.001,4,nl,128,0.0,24,A_true,1.2231655309021546e-16,0.0,0.0,,-0.3248038318406185,main
100000,1000,0.01,0.001,4,nl,128,0.0,24,A_interval_grad,1.3661024239325298e-18,0.0,0.0,,-0.3171712109904603,main
100000,1000,0.01,0.001,4,lin,128,1.0,24,A_true,1.1462705008625106e-16,0.0,0.0,,-0.2733380822530531,main
100000,1000,0.01,0.001,4,lin,128,1.0,24,A_interval_grad,1.2455045251317549e-18,0.0,0.0,,-0.2319672915897961,main
100000,1000,0.01,0.001,4,nl,128,1.0,24,A_true,1.1088649560615413e-16,0.0,0.0,,-0.3135770554037378,main
100000,1000,0.01,0.001,4,nl,128,1.0,24,A_interval_grad,2.4267474217475184e-18,0.0,0.0,,-0.1750713376263586,main
100000,1000,0.01,0.01,8,lin,128,0.0,24,A_true,1.513039213520536e-16,0.0,0.0,,-0.2084397506392521,main
100000,1000,0.01,0.01,8,lin,128,0.0,24,A_interval_grad,1.579385045307931e-18,0.0,0.0,,-0.2102446786487053,main
100000,1000,0.01,0.01,8,nl,128,0.0,24,A_true,1.1253548030906781e-16,0.0,0.0,,-0.295057233423398,main
100000,1000,0.01,0.01,8,nl,128,0.0,24,A_interval_grad,1.09747483226593e-18,0.0,0.0,,-0.4774829783164755,main
100000,1000,0.01,0.01,8,lin,128,1.0,24,A_true,1.1087240860530382e-16,0.0,0.0,,-0.3550378321169272,main
100000,1000,0.01,0.01,8,lin,128,1.0,24,A_interval_grad,1.0782857093752722e-18,0.0,0.0,,-0.4666992877167479,main
100000,1000,0.01,0.01,8,nl,128,1.0,24,A_true,1.1329092019687103e-16,0.0,0.0,,-0.2442822781978846,main
100000,1000,0.01,0.01,8,nl,128,1.0,24,A_interval_grad,1.0780251021193474e-18,0.0,0.0,,-0.4576808353003223,main
100000,1000,0.01,0.01,4,lin,128,0.0,24,A_true,1.1126024521424315e-16,0.0,0.0,,-0.2509211449052044,main
100000,1000,0.01,0.01,4,lin,128,0.0,24,A_interval_grad,1.0371624298817737e-18,0.0,0.0,,-0.2725027349779791,main
100000,1000,0.01,0.01,4,nl,128,0.0,24,A_true,1.14762800941001e-16,0.0,0.0,,-0.1401858914480565,main
100000,1000,0.01,0.01,4,nl,128,0.0,24,A_interval_grad,1.1977683648552489e-18,0.0,0.0,,-0.2393101008354459,main
100000,1000,0.01,0.01,4,lin,128,1.0,24,A_true,6.585574746634924e-13,0.0,0.0,,0.9050645837749562,main
100000,1000,0.01,0.01,4,lin,128,1.0,24,A_interval_grad,6.146538253641485e-15,0.0,0.0,,0.9062804619446344,main
100000,1000,0.01,0.01,4,nl,128,1.0,24,A_true,1.1536049127732991e-16,0.0,0.0,,-0.2019266495900979,main
100000,1000,0.01,0.01,4,nl,128,1.0,24,A_interval_grad,1.314914904246607e-18,0.0,0.0,,-0.1987823917442905,main
1000000,1000000,1.0,1e-05,8,lin,128,0.0,12,A_true,4.9398604978354416e-14,0.0,0.0,,0.9318295486797076,main
1000000,1000000,1.0,1e-05,8,lin,128,0.0,12,A_interval_grad,4.1057920390192584e-14,0.0,0.0,,0.9391430802190566,main
1000000,1000000,1.0,1e-05,8,nl,128,0.0,12,A_true,1.6529780599721704e-13,0.0,0.0,,0.976631343831143,main
1000000,1000000,1.0,1e-05,8,nl,128,0.0,12,A_interval_grad,4.1025853497354433e-14,0.0,0.0,,0.948077974337138,main
1000000,1000000,1.0,1e-05,8,lin,128,1.0,12,A_true,1.1142072476755745e-13,0.0,0.0,,0.8890199506692709,main
1000000,1000000,1.0,1e-05,8,lin,128,1.0,12,A_interval_grad,6.145637424136591e-14,0.0,0.0,,0.9202274312341931,main
1000000,1000000,1.0,1e-05,8,nl,128,1.0,12,A_true,9.82673121635668e-14,0.0,0.0,,0.7074692884854239,main
1000000,1000000,1.0,1e-05,8,nl,128,1.0,12,A_interval_grad,1.0107777406938089e-13,0.0,0.0,,0.8178735430513875,main
1000000,1000000,1.0,1e-05,4,lin,128,0.0,12,A_true,4.4549074912587206e-14,0.0,0.0,,0.9326430164665016,main
1000000,1000000,1.0,1e-05,4,lin,128,0.0,12,A_interval_grad,4.038018630047511e-14,0.0,0.0,,0.9371646301584012,main
1000000,1000000,1.0,1e-05,4,nl,128,0.0,12,A_true,1.108536585365853e-16,0.0,0.0,,,main
1000000,1000000,1.0,1e-05,4,nl,128,0.0,12,A_interval_grad,3.8086107824613e-14,0.0,0.0,,0.93303888585148,main
1000000,1000000,1.0,1e-05,4,lin,128,1.0,12,A_true,6.499521103043539e-14,0.0,0.0,,0.9571088159618106,main
1000000,1000000,1.0,1e-05,4,lin,128,1.0,12,A_interval_grad,6.723800147308512e-14,0.0,0.0,,0.9394770032197328,main
1000000,1000000,1.0,1e-05,4,nl,128,1.0,12,A_true,2.1707870172084533e-14,0.0,0.0,,0.2938040749990213,main
1000000,1000000,1.0,1e-05,4,nl,128,1.0,12,A_interval_grad,1.2654722986741296e-13,0.0,0.0,,0.8317975587103676,main
1000000,1000000,1.0,0.0001,8,lin,128,0.0,12,A_true,3.982916037073745e-13,0.0,0.0,,0.9745102472320284,main
1000000,1000000,1.0,0.0001,8,lin,128,0.0,12,A_interval_grad,3.48519176296515e-13,0.0,0.0,,0.93406183587521,main
1000000,1000000,1.0,0.0001,8,nl,128,0.0,12,A_true,1.0127367650138396e-13,0.0,0.0,,0.1812953702783757,main
1000000,1000000,1.0,0.0001,8,nl,128,0.0,12,A_interval_grad,5.185725075770548e-13,0.0,0.0,,0.9568941933343408,main
1000000,1000000,1.0,0.0001,8,lin,128,1.0,12,A_true,7.381199432973098e-13,0.0,0.0,,0.9767534746270544,main
1000000,1000000,1.0,0.0001,8,lin,128,1.0,12,A_interval_grad,8.320464110195975e-13,0.0,0.0,,0.967284631498098,main
1000000,1000000,1.0,0.0001,8,nl,128,1.0,12,A_true,2.9590342704967933e-13,0.0,0.0,,-0.0576988997697189,main
1000000,1000000,1.0,0.0001,8,nl,128,1.0,12,A_interval_grad,3.357326910330605e-13,0.0,0.0,,-0.1930518836906278,main
1000000,1000000,1.0,0.0001,4,lin,128,0.0,12,A_true,3.8472732748293073e-13,0.0,0.0,,0.9132097084465058,main
1000000,1000000,1.0,0.0001,4,lin,128,0.0,12,A_interval_grad,4.384614568932537e-13,0.0,0.0,,0.9373827877090168,main
1000000,1000000,1.0,0.0001,4,nl,128,0.0,12,A_true,2.323194359965156e-13,0.0,0.0,,0.5831911733255715,main
1000000,1000000,1.0,0.0001,4,nl,128,0.0,12,A_interval_grad,3.6837597690037444e-13,0.0,0.0,,0.9181302509982988,main
1000000,1000000,1.0,0.0001,4,lin,128,1.0,12,A_true,8.037489979629582e-13,0.0,0.0,,0.8886839809325722,main
1000000,1000000,1.0,0.0001,4,lin,128,1.0,12,A_interval_grad,4.294178725995962e-13,0.0,0.0,,0.8542151661970474,main
1000000,1000000,1.0,0.0001,4,nl,128,1.0,12,A_true,4.5182521264632077e-13,0.0,0.0,,0.9062656051522382,main
1000000,1000000,1.0,0.0001,4,nl,128,1.0,12,A_interval_grad,8.462220593572137e-13,0.0,0.0,,0.7809353456600778,main
1000000,1000000,1.0,0.001,8,lin,128,0.0,12,A_true,9.721063849362691e-12,0.0,0.0,,0.9975049075463922,main
1000000,1000000,1.0,0.001,8,lin,128,0.0,12,A_interval_grad,4.5392985195683535e-12,0.0,0.0,,0.9417077809706292,main
1000000,1000000,1.0,0.001,8,nl,128,0.0,12,A_true,3.0728032000973737e-12,0.0,0.0,,0.9695341414183491,main
1000000,1000000,1.0,0.001,8,nl,128,0.0,12,A_interval_grad,3.693642337271223e-12,0.0,0.0,,0.935903808627314,main
1000000,1000000,1.0,0.001,8,lin,128,1.0,12,A_true,1.4055798771319485e-12,0.0,0.0,,0.5113931231428369,main
1000000,1000000,1.0,0.001,8,lin,128,1.0,12,A_interval_grad,1.676930596695538e-12,0.0,0.0,,0.763090622824695,main
1000000,1000000,1.0,0.001,8,nl,128,1.0,12,A_true,1.247968723345167e-12,0.0,0.0,,0.70150147601795,main
1000000,1000000,1.0,0.001,8,nl,128,1.0,12,A_interval_grad,4.894771918763579e-12,0.0,0.0,,0.8220099261932877,main
1000000,1000000,1.0,0.001,4,lin,128,0.0,12,A_true,6.073827632957515e-12,0.0,0.0,,0.9916705020984552,main
1000000,1000000,1.0,0.001,4,lin,128,0.0,12,A_interval_grad,5.932355343968916e-12,0.0,0.0,,0.977043859443347,main
1000000,1000000,1.0,0.001,4,nl,128,0.0,12,A_true,9.507277030497026e-13,0.0,0.0,,0.9138957872947124,main
1000000,1000000,1.0,0.001,4,nl,128,0.0,12,A_interval_grad,4.912261974678024e-12,0.0,0.0,,0.9613914842898692,main
1000000,1000000,1.0,0.001,4,lin,128,1.0,12,A_true,6.7029705015632905e-12,0.0,0.0,,-0.0717756608283011,main
1000000,1000000,1.0,0.001,4,lin,128,1.0,12,A_interval_grad,4.286930518795476e-12,0.0,0.0,,-0.0721317013479061,main
1000000,1000000,1.0,0.001,4,nl,128,1.0,12,A_true,7.667226090414408e-14,0.0,0.0,,-0.232196330252405,main
1000000,1000000,1.0,0.001,4,nl,128,1.0,12,A_interval_grad,6.050421075975819e-13,0.0,0.0,,-0.2370738237288716,main
1000000,1000000,1.0,0.01,8,lin,128,0.0,12,A_true,1.1151511966309092e-11,0.0,0.0,,0.8769194847359012,main
1000000,1000000,1.0,0.01,8,lin,128,0.0,12,A_interval_grad,1.7471109733505774e-11,0.0,0.0,,0.7747741166162161,main
1000000,1000000,1.0,0.01,8,nl,128,0.0,12,A_true,2.350456392734119e-11,0.0,0.0,,0.7421939052968572,main
1000000,1000000,1.0,0.01,8,nl,128,0.0,12,A_interval_grad,3.326706024363518e-11,0.0,0.0,,0.7958501269315895,main
1000000,1000000,1.0,0.01,8,lin,128,1.0,12,A_true,5.6124467808968095e-11,0.0,0.0,,0.9608892420598012,main
1000000,1000000,1.0,0.01,8,lin,128,1.0,12,A_interval_grad,1.653616698584004e-11,0.0,0.0,,0.8969544682605676,main
1000000,1000000,1.0,0.01,8,nl,128,1.0,12,A_true,4.014270709901664e-13,0.0,0.0,,-0.2610813686732136,main
1000000,1000000,1.0,0.01,8,nl,128,1.0,12,A_interval_grad,1.0069313723905816e-11,0.0,0.0,,-0.0310372349943723,main
1000000,1000000,1.0,0.01,4,lin,128,0.0,12,A_true,1.418625361215933e-11,0.0,0.0,,0.9864288881835672,main
1000000,1000000,1.0,0.01,4,lin,128,0.0,12,A_interval_grad,7.725307302889081e-12,0.0,0.0,,0.9439692684123926,main
1000000,1000000,1.0,0.01,4,nl,128,0.0,12,A_true,5.467130014189608e-12,0.0,0.0,,-0.0532188137088154,main
1000000,1000000,1.0,0.01,4,nl,128,0.0,12,A_interval_grad,2.0338163579420652e-11,0.0,0.0,,0.6729050580439884,main
1000000,1000000,1.0,0.01,4,lin,128,1.0,12,A_true,5.506364494325251e-12,0.0,0.0,,0.7466539777663095,main
1000000,1000000,1.0,0.01,4,lin,128,1.0,12,A_interval_grad,2.6473602655312384e-12,0.0,0.0,,0.2376579527035904,main
