d,effective_dim,active_p,Delta,qbits,function_family,group_size,scale_sigma,n_dirs,metric,alpha,beta,gamma,h_star,fit_R2,synthetic_source,window_width_kappa_1p1,rho_min
10000,100,0.01,0.001,8,nl,128,1.0,64,A_interval_grad,1.4105835881474737e-18,0.0,0.0,,-0.8493756615606105,main,,0.0029562021443073
10000,100,0.01,0.001,4,lin,128,0.0,64,A_true,1.1195177928996003e-16,0.0,0.0,,-0.2022478787542192,main,0.0,0.000198675957373
10000,100,0.01,0.001,4,lin,128,0.0,64,A_interval_grad,1.1996946725181592e-18,0.0,0.0,,-0.1935136775299146,main,,0.000198675957373
10000,100,0.01,0.001,4,nl,128,0.0,64,A_true,1.1096759680083975e-16,0.0,0.0,,-0.3387992225258798,main,0.0,0.0024587639957278
10000,100,0.01,0.001,4,nl,128,0.0,64,A_interval_grad,1.1429276383677593e-18,0.0,0.0,,-0.3156281414917858,main,,0.0024587639957278
10000,100,0.01,0.001,4,lin,128,1.0,64,A_true,1.189313709384709e-16,0.0,0.0,,-0.3748681475855233,main,0.4771212547196624,0.0013046535201921
10000,100,0.01,0.001,4,lin,128,1.0,64,A_interval_grad,1.3963227662703142e-18,0.0,0.0,,-0.3299602115285005,main,,0.0013046535201921
10000,100,0.01,0.001,4,nl,128,1.0,64,A_true,1.1085366667095341e-16,0.0,0.0,,-3.346275149218213,main,0.0,0.0041541030326384
10000,100,0.01,0.001,4,nl,128,1.0,64,A_interval_grad,1.3240670892561533e-18,0.0,0.0,,-0.3382968918715381,main,,0.0041541030326384
10000,100,0.01,0.01,8,lin,128,0.0,64,A_true,1.1085417075197152e-16,0.0,0.0,,-0.2767230397437199,main,0.0,4.9971312850770096e-06
10000,100,0.01,0.01,8,lin,128,0.0,64,A_interval_grad,1.03476930337893e-18,0.0,0.0,,-0.2423757565688356,main,,4.9971312850770096e-06
10000,100,0.01,0.01,8,nl,128,0.0,64,A_true,1.1163123355395946e-16,0.0,0.0,,-0.1920041687679841,main,0.0,0.0011760501424795
10000,100,0.01,0.01,8,nl,128,0.0,64,A_interval_grad,8.764781885718897e-19,0.0,0.0,,-0.1915803595305121,main,,0.0011760501424795
10000,100,0.01,0.01,8,lin,128,1.0,64,A_true,1.1085592902364707e-16,0.0,0.0,,-0.2323332189265032,main,0.0,0.0002227628082967
10000,100,0.01,0.01,8,lin,128,1.0,64,A_interval_grad,9.152190358004982e-19,0.0,0.0,,-0.2659699919598954,main,,0.0002227628082967
10000,100,0.01,0.01,8,nl,128,1.0,64,A_true,1.1085369637479964e-16,0.0,0.0,,-0.5304113347412798,main,0.5228787452803376,0.0036764408844705
10000,100,0.01,0.01,8,nl,128,1.0,64,A_interval_grad,1.7408505211912922e-18,0.0,0.0,,-0.6225233449568861,main,,0.0036764408844705
10000,100,0.01,0.01,4,lin,128,0.0,64,A_true,1.1085365897775711e-16,0.0,0.0,,-0.912284557289212,main,0.0,0.0001011111175133
10000,100,0.01,0.01,4,lin,128,0.0,64,A_interval_grad,1.0514260867854353e-18,0.0,0.0,,-0.6475194657560903,main,,0.0001011111175133
10000,100,0.01,0.01,4,nl,128,0.0,64,A_true,1.1085369159435648e-16,0.0,0.0,,-1.5003304198119087,main,0.0,0.0022428394082898
10000,100,0.01,0.01,4,nl,128,0.0,64,A_interval_grad,1.1537605503613651e-18,0.0,0.0,,-0.4118671852243525,main,,0.0022428394082898
10000,100,0.01,0.01,4,lin,128,1.0,64,A_true,1.1085431771092951e-16,0.0,0.0,,-0.2432853947788373,main,0.0,0.0008357037482495
10000,100,0.01,0.01,4,lin,128,1.0,64,A_interval_grad,8.881357655216499e-19,0.0,0.0,,-0.2617252362541704,main,,0.0008357037482495
10000,100,0.01,0.01,4,nl,128,1.0,64,A_true,1.1085417599885091e-16,0.0,0.0,,-0.2392304898080517,main,0.5228787452803376,0.0037563463890334
10000,100,0.01,0.01,4,nl,128,1.0,64,A_interval_grad,1.2997366383305848e-18,0.0,0.0,,-0.4073158783134791,main,,0.0037563463890334
100000,100000,1.0,1e-05,8,lin,128,0.0,24,A_true,4.3584185076576937e-14,0.0,0.0,,0.9477952600339052,main,0.0,0.0004224779799563
100000,100000,1.0,1e-05,8,lin,128,0.0,24,A_interval_grad,3.8366782485885095e-14,0.0,0.0,,0.9352239612512604,main,,0.0004224779799563
100000,100000,1.0,1e-05,8,nl,128,0.0,24,A_true,2.538627946184728e-13,0.0,0.0,,0.9142800890558616,main,0.0,0.1918205306322746
100000,100000,1.0,1e-05,8,nl,128,0.0,24,A_interval_grad,4.5635438666869785e-14,0.0,0.0,,0.9480438696492814,main,,0.1918205306322746
100000,100000,1.0,1e-05,8,lin,128,1.0,24,A_true,1.0837445252608596e-13,0.0,0.0,,0.9841950164283754,main,0.0,0.0066512609184423
100000,100000,1.0,1e-05,8,lin,128,1.0,24,A_interval_grad,7.386361435540836e-14,0.0,0.0,,0.9671733087705572,main,,0.0066512609184423
100000,100000,1.0,1e-05,8,nl,128,1.0,24,A_true,3.3715373696290975e-14,0.0,0.0,,-0.0907961003852468,main,0.0,0.2047234670758254
100000,100000,1.0,1e-05,8,nl,128,1.0,24,A_interval_grad,4.125398403000112e-14,0.0,0.0,,-0.1337524326949253,main,,0.2047234670758254
100000,100000,1.0,1e-05,4,lin,128,0.0,24,A_true,4.2182422432821513e-14,0.0,0.0,,0.95118988045342,main,0.0,0.0222365021384746
100000,100000,1.0,1e-05,4,lin,128,0.0,24,A_interval_grad,4.3060368676633134e-14,0.0,0.0,,0.9380598726862364,main,,0.0222365021384746
100000,100000,1.0,1e-05,4,nl,128,0.0,24,A_true,1.108536585365853e-16,0.0,0.0,,,main,7.0,0.587095625866855
100000,100000,1.0,1e-05,4,nl,128,0.0,24,A_interval_grad,3.7943634655921456e-14,0.0,0.0,,0.9410510789688245,main,,0.587095625866855
100000,100000,1.0,1e-05,4,lin,128,1.0,24,A_true,1.102862251535381e-13,0.0,0.0,,0.9816584641921812,main,0.0,0.1423550455107749
100000,100000,1.0,1e-05,4,lin,128,1.0,24,A_interval_grad,6.677610859194445e-14,0.0,0.0,,0.9620651409505142,main,,0.1423550455107749
100000,100000,1.0,1e-05,4,nl,128,1.0,24,A_true,1.1195568393357978e-16,0.0,0.0,,-0.6330910366560465,main,0.0,0.4981248575376716
100000,100000,1.0,1e-05,4,nl,128,1.0,24,A_interval_grad,1.3582274037572317e-13,0.0,0.0,,0.8638214673079146,main,,0.4981248575376716
100000,100000,1.0,0.0001,8,lin,128,0.0,24,A_true,4.809672094300839e-13,0.0,0.0,,0.8636413103700725,main,0.0,0.0004303682425431
100000,100000,1.0,0.0001,8,lin,128,0.0,24,A_interval_grad,5.422352500645756e-13,0.0,0.0,,0.950596136515074,main,,0.0004303682425431
100000,100000,1.0,0.0001,8,nl,128,0.0,24,A_true,9.717234738978684e-14,0.0,0.0,,0.882113283290316,main,1.0,0.1293432644185367
100000,100000,1.0,0.0001,8,nl,128,0.0,24,A_interval_grad,3.672097754779318e-13,0.0,0.0,,0.9357396455078264,main,,0.1293432644185367
100000,100000,1.0,0.0001,8,lin,128,1.0,24,A_true,1.5563867080955285e-12,0.0,0.0,,0.9979984792560116,main,0.0,0.0055279296820136
100000,100000,1.0,0.0001,8,lin,128,1.0,24,A_interval_grad,7.045673379204128e-13,0.0,0.0,,0.9638117236468852,main,,0.0055279296820136
100000,100000,1.0,0.0001,8,nl,128,1.0,24,A_true,1.601066093242212e-13,0.0,0.0,,0.9325418809491256,main,0.0,0.23601635422884
100000,100000,1.0,0.0001,8,nl,128,1.0,24,A_interval_grad,4.791300583060805e-13,0.0,0.0,,0.8263851841865439,main,,0.23601635422884
100000,100000,1.0,0.0001,4,lin,128,0.0,24,A_true,1.9958149170663765e-13,0.0,0.0,,0.4858093251768399,main,0.0,0.0129083709968153
100000,100000,1.0,0.0001,4,lin,128,0.0,24,A_interval_grad,3.541852077485411e-13,0.0,0.0,,0.8953322048649867,main,,0.0129083709968153
100000,100000,1.0,0.0001,4,nl,128,0.0,24,A_true,6.166734236706561e-13,0.0,0.0,,0.9977277296735044,main,0.0,0.2879597249199883
100000,100000,1.0,0.0001,4,nl,128,0.0,24,A_interval_grad,6.216039391130711e-13,0.0,0.0,,0.9763539185450416,main,,0.2879597249199883
100000,100000,1.0,0.0001,4,lin,128,1.0,24,A_true,5.199352815468721e-13,0.0,0.0,,0.8522717377882656,main,0.0,0.0621606816701397
100000,100000,1.0,0.0001,4,lin,128,1.0,24,A_interval_grad,3.9349756982065e-13,0.0,0.0,,0.5843657590007116,main,,0.0621606816701397
100000,100000,1.0,0.0001,4,nl,128,1.0,24,A_true,2.4249441761663323e-14,0.0,0.0,,0.3620529656232025,main,0.0,0.4938109875258423
100000,100000,1.0,0.0001,4,nl,128,1.0,24,A_interval_grad,7.521686389707582e-14,0.0,0.0,,0.6448018175931722,main,,0.4938109875258423
100000,100000,1.0,0.001,8,lin,128,0.0,24,A_true,5.9971913548544865e-12,0.0,0.0,,0.9102316860320792,main,0.0,0.0003332657681827
100000,100000,1.0,0.001,8,lin,128,0.0,24,A_interval_grad,8.762000792905371e-12,0.0,0.0,,0.9889193604176244,main,,0.0003332657681827
100000,100000,1.0,0.001,8,nl,128,0.0,24,A_true,7.816825652220169e-13,0.0,0.0,,0.7233086740972319,main,0.0,0.1787922460418679
100000,100000,1.0,0.001,8,nl,128,0.0,24,A_interval_grad,5.050745182186419e-13,0.0,0.0,,0.467277574711306,main,,0.1787922460418679
100000,100000,1.0,0.001,8,lin,128,1.0,24,A_true,1.064828300517718e-11,0.0,0.0,,0.8598923090320488,main,0.0,0.0104357694829614
100000,100000,1.0,0.001,8,lin,128,1.0,24,A_interval_grad,7.601975016108618e-12,0.0,0.0,,0.8196213128504579,main,,0.0104357694829614
100000,100000,1.0,0.001,8,nl,128,1.0,24,A_true,2.921293867098687e-13,0.0,0.0,,-0.095781808343758,main,0.0,0.1847224202181194
100000,100000,1.0,0.001,8,nl,128,1.0,24,A_interval_grad,4.78924552987211e-13,0.0,0.0,,-0.1218973599409098,main,,0.1847224202181194
100000,100000,1.0,0.001,4,lin,128,0.0,24,A_true,3.739154379808982e-12,0.0,0.0,,0.9874567843188876,main,0.0,0.0092915165163645
100000,100000,1.0,0.001,4,lin,128,0.0,24,A_interval_grad,4.104756144806447e-12,0.0,0.0,,0.9707119385412788,main,,0.0092915165163645
100000,100000,1.0,0.001,4,nl,128,0.0,24,A_true,1.4594366927448602e-12,0.0,0.0,,0.7022492375821647,main,0.0,0.1981480134476299
100000,100000,1.0,0.001,4,nl,128,0.0,24,A_interval_grad,2.4794260699345525e-12,0.0,0.0,,0.9012386104124988,main,,0.1981480134476299
100000,100000,1.0,0.001,4,lin,128,1.0,24,A_true,3.698688837537648e-13,0.0,0.0,,0.6109067589695472,main,0.4771212547196624,0.1011699000887913
100000,100000,1.0,0.001,4,lin,128,1.0,24,A_interval_grad,3.8657751123452325e-13,0.0,0.0,,0.7965661662367285,main,,0.1011699000887913
100000,100000,1.0,0.001,4,nl,128,1.0,24,A_true,2.712013586055133e-15,0.0,0.0,,-0.3893061264968751,main,0.0,0.3173433346919074
100000,100000,1.0,0.001,4,nl,128,1.0,24,A_interval_grad,5.080081644364072e-15,0.0,0.0,,-0.250005249796932,main,,0.3173433346919074
100000,100000,1.0,0.01,8,lin,128,0.0,24,A_true,1.9612348154274197e-12,0.0,0.0,,-0.1624322704437601,main,0.0,0.0005974161942474
100000,100000,1.0,0.01,8,lin,128,0.0,24,A_interval_grad,2.502313689172245e-12,0.0,0.0,,-0.1314017034261301,main,,0.0005974161942474
100000,100000,1.0,0.01,8,nl,128,0.0,24,A_true,2.719629766052179e-12,0.0,0.0,,-0.0719890661998963,main,0.0,0.1927053243683939
100000,100000,1.0,0.01,8,nl,128,0.0,24,A_interval_grad,5.863880830833186e-12,0.0,0.0,,-0.0789097153933013,main,,0.1927053243683939
100000,100000,1.0,0.01,8,lin,128,1.0,24,A_true,1.035726381930584e-12,0.0,0.0,,-0.1261719132196721,main,0.0,0.0090185745470703
100000,100000,1.0,0.01,8,lin,128,1.0,24,A_interval_grad,1.1579615107442178e-12,0.0,0.0,,0.0448773864998548,main,,0.0090185745470703
100000,100000,1.0,0.01,8,nl,128,1.0,24,A_true,1.1932538532548331e-14,0.0,0.0,,-0.24557209463909,main,0.0,0.2522643235051037
100000,100000,1.0,0.01,8,nl,128,1.0,24,A_interval_grad,9.29344234198872e-14,0.0,0.0,,-0.1520315067203153,main,,0.2522643235051037
100000,100000,1.0,0.01,4,lin,128,0.0,24,A_true,5.056715858325823e-14,0.0,0.0,,-0.1649696692243603,main,0.0,0.0120630034533056
100000,100000,1.0,0.01,4,lin,128,0.0,24,A_interval_grad,4.866558428645952e-14,0.0,0.0,,-0.1498454843301093,main,,0.0120630034533056
100000,100000,1.0,0.01,4,nl,128,0.0,24,A_true,1.8030212690550096e-11,0.0,0.0,,0.961314885268453,main,0.0,0.263150622644473
100000,100000,1.0,0.01,4,nl,128,0.0,24,A_interval_grad,1.3054225348749708e-11,0.0,0.0,,0.9299739350721752,main,,0.263150622644473
100000,100000,1.0,0.01,4,lin,128,1.0,24,A_true,5.345215235498653e-12,0.0,0.0,,-0.0956300351881496,main,0.0,0.0905282925399656
100000,100000,1.0,0.01,4,lin,128,1.0,24,A_interval_grad,2.788673580552889e-12,0.0,0.0,,-0.1280964128201285,main,,0.0905282925399656
100000,100000,1.0,0.01,4,nl,128,1.0,24,A_true,3.089491879224429e-12,0.0,0.0,,-0.1051424413124235,main,0.0,0.2717036356478647
100000,100000,1.0,0.01,4,nl,128,1.0,24,A_interval_grad,1.902482053077007e-12,0.0,0.0,,-0.1132694816782693,main,,0.2717036356478647
100000,10000,0.1,1e-05,8,lin,128,0.0,24,A_true,3.3582121756685803e-14,0.0,0.0,,0.947066553935555,main,0.0,3.574710011949994e-05
100000,10000,0.1,1e-05,8,lin,128,0.0,24,A_interval_grad,4.063939808970577e-15,0.0,0.0,,0.9534671620993488,main,,3.574710011949994e-05
100000,10000,0.1,1e-05,8,nl,128,0.0,24,A_true,2.2909387642711666e-15,0.0,0.0,,-0.2289463615182467,main,0.0,0.0140596224822755
100000,10000,0.1,1e-05,8,nl,128,0.0,24,A_interval_grad,4.030861694497781e-15,0.0,0.0,,0.9482805187685216,main,,0.0140596224822755
100000,10000,0.1,1e-05,8,lin,128,1.0,24,A_true,4.8646233004275856e-14,0.0,0.0,,0.9837112550498108,main,0.0,0.0006023311462835
100000,10000,0.1,1e-05,8,lin,128,1.0,24,A_interval_grad,3.541273641012502e-15,0.0,0.0,,0.9393405914087752,main,,0.0006023311462835
100000,10000,0.1,1e-05,8,nl,128,1.0,24,A_true,4.516199935797803e-15,0.0,0.0,,-0.0733160625945712,main,0.0,0.012281084126309
100000,10000,0.1,1e-05,8,nl,128,1.0,24,A_interval_grad,1.6791672787905592e-16,0.0,0.0,,-0.3506894790733974,main,,0.012281084126309
100000,10000,0.1,1e-05,4,lin,128,0.0,24,A_true,3.1268578632663435e-14,0.0,0.0,,0.8117383599304285,main,0.0,0.000824082466976
100000,10000,0.1,1e-05,4,lin,128,0.0,24,A_interval_grad,3.841743324622841e-15,0.0,0.0,,0.9270191302284874,main,,0.000824082466976
100000,10000,0.1,1e-05,4,nl,128,0.0,24,A_true,1.108536585365853e-16,0.0,0.0,,,main,7.0,0.0560982869863588
100000,10000,0.1,1e-05,4,nl,128,0.0,24,A_interval_grad,2.409819994998366e-15,0.0,0.0,,0.8603292213641974,main,,0.0560982869863588
100000,10000,0.1,1e-05,4,lin,128,1.0,24,A_true,2.268182643463825e-14,0.0,0.0,,0.3824453620594613,main,0.0,0.0157113788795548
100000,10000,0.1,1e-05,4,lin,128,1.0,24,A_interval_grad,3.5108046370376065e-15,0.0,0.0,,0.7316527464118749,main,,0.0157113788795548
100000,10000,0.1,1e-05,4,nl,128,1.0,24,A_true,4.977052224278345e-16,0.0,0.0,,-0.2175839151136913,main,0.0,0.0437562701418067
100000,10000,0.1,1e-05,4,nl,128,1.0,24,A_interval_grad,8.884861790753954e-13,0.0,0.0,,0.9999723805416268,main,,0.0437562701418067
100000,10000,0.1,0.0001,8,lin,128,0.0,24,A_true,3.53421537926223e-13,0.0,0.0,,0.9895946673386096,main,0.0,3.302482676826384e-05
100000,10000,0.1,0.0001,8,lin,128,0.0,24,A_interval_grad,2.949939970413622e-14,0.0,0.0,,0.9728071592635782,main,,3.302482676826384e-05
100000,10000,0.1,0.0001,8,nl,128,0.0,24,A_true,4.881394082108291e-15,0.0,0.0,,-0.1790332750439069,main,1.0,0.0125612551013695
100000,10000,0.1,0.0001,8,nl,128,0.0,24,A_interval_grad,1.133621663171632e-15,0.0,0.0,,-0.1768795246644967,main,,0.0125612551013695
100000,10000,0.1,0.0001,8,lin,128,1.0,24,A_true,1.27002703801582e-13,0.0,0.0,,-0.1104164810321932,main,0.0,0.0005319249694905
100000,10000,0.1,0.0001,8,lin,128,1.0,24,A_interval_grad,1.7665235450838367e-14,0.0,0.0,,-0.088582105562859,main,,0.0005319249694905
100000,10000,0.1,0.0001,8,nl,128,1.0,24,A_true,1.6606469545897557e-12,0.0,0.0,,0.952921163849948,main,0.0,0.0182921603220775
100000,10000,0.1,0.0001,8,nl,128,1.0,24,A_interval_grad,6.055267708213618e-13,0.0,0.0,,0.9094931629083292,main,,0.0182921603220775
100000,10000,0.1,0.0001,4,lin,128,0.0,24,A_true,7.421016038523137e-13,0.0,0.0,,0.9589767254246196,main,0.0,0.0011699736134269
100000,10000,0.1,0.0001,4,lin,128,0.0,24,A_interval_grad,7.554146256945776e-14,0.0,0.0,,0.9861028986730076,main,,0.0011699736134269
100000,10000,0.1,0.0001,4,nl,128,0.0,24,A_true,4.244473005181799e-15,0.0,0.0,,-0.2044426122124594,main,0.0,0.01994204623461
100000,10000,0.1,0.0001,4,nl,128,0.0,24,A_interval_grad,1.3852846134371357e-15,0.0,0.0,,-0.1474591134355283,main,,0.01994204623461
100000,10000,0.1,0.0001,4,lin,128,1.0,24,A_true,7.43379466819775e-13,0.0,0.0,,0.8970155656947122,main,0.0,0.0120716565412751
100000,10000,0.1,0.0001,4,lin,128,1.0,24,A_interval_grad,5.36642444171764e-14,0.0,0.0,,0.9205975993203148,main,,0.0120716565412751
100000,10000,0.1,0.0001,4,nl,128,1.0,24,A_true,4.655152931821508e-14,0.0,0.0,,-0.0906024661795716,main,0.0,0.03083196427246
100000,10000,0.1,0.0001,4,nl,128,1.0,24,A_interval_grad,8.037627367132034e-15,0.0,0.0,,-0.1211937035463823,main,,0.03083196427246
100000,10000,0.1,0.001,8,lin,128,0.0,24,A_true,2.4773177694265544e-13,0.0,0.0,,0.3898585928375776,main,0.0,2.955933258193983e-05
100000,10000,0.1,0.001,8,lin,128,0.0,24,A_interval_grad,2.6178556566714124e-14,0.0,0.0,,0.250272612021261,main,,2.955933258193983e-05
100000,10000,0.1,0.001,8,nl,128,0.0,24,A_true,3.564127859668934e-12,0.0,0.0,,0.9635165787102966,main,0.0,0.0146205990955449
100000,10000,0.1,0.001,8,nl,128,0.0,24,A_interval_grad,2.598922997145513e-13,0.0,0.0,,0.9886066121001614,main,,0.0146205990955449
100000,10000,0.1,0.001,8,lin,128,1.0,24,A_true,2.1141913158442712e-13,0.0,0.0,,-0.1323040304520577,main,0.0,0.0006723303916822
100000,10000,0.1,0.001,8,lin,128,1.0,24,A_interval_grad,1.4182134022147781e-14,0.0,0.0,,-0.1646752521438537,main,,0.0006723303916822
100000,10000,0.1,0.001,8,nl,128,1.0,24,A_true,2.477736162046497e-16,0.0,0.0,,-0.2861078448959866,main,0.0,0.0125449177342809
100000,10000,0.1,0.001,8,nl,128,1.0,24,A_interval_grad,2.9966673037974977e-17,0.0,0.0,,-0.256030940372197,main,,0.0125449177342809
100000,10000,0.1,0.001,4,lin,128,0.0,24,A_true,1.0244379186531757e-12,0.0,0.0,,0.6721545908838638,main,0.0,0.0012627058114239
100000,10000,0.1,0.001,4,lin,128,0.0,24,A_interval_grad,7.744684744118825e-14,0.0,0.0,,0.6685668987325918,main,,0.0012627058114239
100000,10000,0.1,0.001,4,nl,128,0.0,24,A_true,2.4058338120508444e-12,0.0,0.0,,0.7533134295171935,main,0.0,0.0241273016769989
100000,10000,0.1,0.001,4,nl,128,0.0,24,A_interval_grad,1.1716382079758037e-12,0.0,0.0,,0.7080267774987469,main,,0.0241273016769989
100000,10000,0.1,0.001,4,lin,128,1.0,24,A_true,1.841676782738584e-15,0.0,0.0,,-0.2909147947895496,main,0.0,0.0074416109801063
100000,10000,0.1,0.001,4,lin,128,1.0,24,A_interval_grad,1.7925237441178862e-16,0.0,0.0,,-0.1743741005402499,main,,0.0074416109801063
100000,10000,0.1,0.001,4,nl,128,1.0,24,A_true,3.788704259004453e-14,0.0,0.0,,0.8307922815277208,main,1.0,0.040919740036562
100000,10000,0.1,0.001,4,nl,128,1.0,24,A_interval_grad,1.2472738751782791e-14,0.0,0.0,,0.9150034665433052,main,,0.040919740036562
100000,10000,0.1,0.01,8,lin,128,0.0,24,A_true,1.913445840713845e-16,0.0,0.0,,-0.1021388335545301,main,0.0,4.678554590323482e-05
100000,10000,0.1,0.01,8,lin,128,0.0,24,A_interval_grad,1.7568409576985864e-17,0.0,0.0,,-0.1132705962535705,main,,4.678554590323482e-05
100000,10000,0.1,0.01,8,nl,128,0.0,24,A_true,6.239179520856095e-16,0.0,0.0,,-0.2629559854085732,main,1.0,0.018489675412385
100000,10000,0.1,0.01,8,nl,128,0.0,24,A_interval_grad,1.91843975588791e-16,0.0,0.0,,-0.1896963528969304,main,,0.018489675412385
100000,10000,0.1,0.01,8,lin,128,1.0,24,A_true,1.7729151503464782e-16,0.0,0.0,,-0.2678044378975426,main,0.0,0.0003842669924629
100000,10000,0.1,0.01,8,lin,128,1.0,24,A_interval_grad,1.94091866244086e-17,0.0,0.0,,-0.1575615651370234,main,,0.0003842669924629
100000,10000,0.1,0.01,8,nl,128,1.0,24,A_true,1.120175774775952e-16,0.0,0.0,,-0.178238635851339,main,0.0,0.0233986274322617
100000,10000,0.1,0.01,8,nl,128,1.0,24,A_interval_grad,1.1502767544158857e-17,0.0,0.0,,-0.1579318432718752,main,,0.0233986274322617
100000,10000,0.1,0.01,4,lin,128,0.0,24,A_true,8.206740103178935e-15,0.0,0.0,,-0.0984881015471961,main,0.0,0.0008341050338108
100000,10000,0.1,0.01,4,lin,128,0.0,24,A_interval_grad,5.474839531002864e-16,0.0,0.0,,-0.1173788623076583,main,,0.0008341050338108
100000,10000,0.1,0.01,4,nl,128,0.0,24,A_true,1.1167388724647915e-16,0.0,0.0,,-0.3117267119132771,main,1.0,0.0310133796833108
100000,10000,0.1,0.01,4,nl,128,0.0,24,A_interval_grad,1.1109097203210124e-17,0.0,0.0,,-0.2676090917821796,main,,0.0310133796833108
100000,10000,0.1,0.01,4,lin,128,1.0,24,A_true,2.261650817192703e-16,0.0,0.0,,-0.3719282728615352,main,0.0,0.0082755752054702
100000,10000,0.1,0.01,4,lin,128,1.0,24,A_interval_grad,2.765928647195789e-17,0.0,0.0,,-0.3057786640308579,main,,0.0082755752054702
100000,10000,0.1,0.01,4,nl,128,1.0,24,A_true,2.2725464228626722e-14,0.0,0.0,,-0.1142193644641054,main,0.0,0.046849981451197
100000,10000,0.1,0.01,4,nl,128,1.0,24,A_interval_grad,6.896731524883752e-15,0.0,0.0,,-0.1274110634756831,main,,0.046849981451197
100000,1000,0.01,1e-05,8,lin,128,0.0,24,A_true,6.8012927700134895e-15,0.0,0.0,,0.6730316781335394,main,0.0,2.991497066309361e-06
100000,1000,0.01,1e-05,8,lin,128,0.0,24,A_interval_grad,6.38940305227228e-17,0.0,0.0,,0.839138493065857,main,,2.991497066309361e-06
100000,1000,0.01,1e-05,8,nl,128,0.0,24,A_true,2.515920021676352e-12,0.0,0.0,,0.99988848601384,main,0.4771212547196624,0.0026760008821493
100000,1000,0.01,1e-05,8,nl,128,0.0,24,A_interval_grad,9.147664630090937e-16,0.0,0.0,,0.9867475049602232,main,,0.0026760008821493
100000,1000,0.01,1e-05,8,lin,128,1.0,24,A_true,6.808744578425916e-14,0.0,0.0,,-0.0263670774270861,main,0.0,6.533642273147644e-05
100000,1000,0.01,1e-05,8,lin,128,1.0,24,A_interval_grad,3.411924252892312e-16,0.0,0.0,,-0.1235422063951852,main,,6.533642273147644e-05
100000,1000,0.01,1e-05,8,nl,128,1.0,24,A_true,8.105924223516652e-15,0.0,0.0,,-0.0845404017861641,main,0.5228787452803376,0.002285134430124
100000,1000,0.01,1e-05,8,nl,128,1.0,24,A_interval_grad,7.612066111218189e-18,0.0,0.0,,-0.3122672681190217,main,,0.002285134430124
100000,1000,0.01,1e-05,4,lin,128,0.0,24,A_true,2.8163481516558108e-15,0.0,0.0,,0.0292901588248635,main,0.0,9.56136686208534e-05
100000,1000,0.01,1e-05,4,lin,128,0.0,24,A_interval_grad,2.6937335163396826e-17,0.0,0.0,,0.1303847135802739,main,,9.56136686208534e-05
100000,1000,0.01,1e-05,4,nl,128,0.0,24,A_true,1.108536585365853e-16,0.0,0.0,,,main,7.0,0.005913662376743
100000,1000,0.01,1e-05,4,nl,128,0.0,24,A_interval_grad,5.602702579418754e-17,0.0,0.0,,0.2947328315607839,main,,0.005913662376743
100000,1000,0.01,1e-05,4,lin,128,1.0,24,A_true,8.863187290909014e-15,0.0,0.0,,0.9021136924087412,main,0.4771212547196624,0.001697688916692
100000,1000,0.01,1e-05,4,lin,128,1.0,24,A_interval_grad,5.266676171023862e-17,0.0,0.0,,0.7545359630390239,main,,0.001697688916692
100000,1000,0.01,1e-05,4,nl,128,1.0,24,A_true,1.108536184935812e-16,0.0,0.0,,-34.095225717932,main,1.0,0.0026482655953569
100000,1000,0.01,1e-05,4,nl,128,1.0,24,A_interval_grad,1.382925668520481e-18,0.0,0.0,,-0.6714143674477131,main,,0.0026482655953569
100000,1000,0.01,0.0001,8,lin,128,0.0,24,A_true,5.992340171244536e-14,0.0,0.0,,0.4609945335154682,main,0.0,3.2337526712846363e-06
100000,1000,0.01,0.0001,8,lin,128,0.0,24,A_interval_grad,8.02826178306165e-16,0.0,0.0,,0.7749161370141756,main,,3.2337526712846363e-06
100000,1000,0.01,0.0001,8,nl,128,0.0,24,A_true,9.471858712056905e-14,0.0,0.0,,0.8100498279496726,main,1.0,0.0026423551911146
100000,1000,0.01,0.0001,8,nl,128,0.0,24,A_interval_grad,1.796401813932179e-16,0.0,0.0,,-0.089930873119046,main,,0.0026423551911146
100000,1000,0.01,0.0001,8,lin,128,1.0,24,A_true,1.53617162730524e-15,0.0,0.0,,-0.2771023180554306,main,0.0,4.0788016678344615e-05
100000,1000,0.01,0.0001,8,lin,128,1.0,24,A_interval_grad,2.3752345222378657e-17,0.0,0.0,,-0.150343218832851,main,,4.0788016678344615e-05
100000,1000,0.01,0.0001,8,nl,128,1.0,24,A_true,1.1134757740649061e-16,0.0,0.0,,-0.2429834114522331,main,0.4771212547196624,0.0101440669369219
100000,1000,0.01,0.0001,8,nl,128,1.0,24,A_interval_grad,2.620589555938183e-17,0.0,0.0,,-0.155000077927355,main,,0.0101440669369219
100000,1000,0.01,0.0001,4,lin,128,0.0,24,A_true,8.017624944507719e-15,0.0,0.0,,-0.1337510092169853,main,0.0,0.000121250745243
100000,1000,0.01,0.0001,4,lin,128,0.0,24,A_interval_grad,5.24187387938694e-17,0.0,0.0,,-0.2015953157082644,main,,0.000121250745243
100000,1000,0.01,0.0001,4,nl,128,0.0,24,A_true,1.1437766807111202e-16,0.0,0.0,,-0.2849938969512748,main,0.0,0.0016856471706685
100000,1000,0.01,0.0001,4,nl,128,0.0,24,A_interval_grad,5.5274807939717965e-17,0.0,0.0,,-0.1117344002658129,main,,0.0016856471706685
